data;preco_br;;;;
28/01/2005;31,98;;;;
31/01/2005;31,61;;;;
01/02/2005;31,02;;;;
02/02/2005;30,36;;;;
03/02/2005;30;;;;
04/02/2005;29,51;;;;
09/02/2005;28,81;;;;
10/02/2005;28,54;;;;
11/02/2005;28,63;;;;
14/02/2005;28,74;;;;
15/02/2005;28,53;;;;
16/02/2005;28,49;;;;
17/02/2005;28,58;;;;
18/02/2005;28,92;;;;
21/02/2005;29,02;;;;
22/02/2005;29,63;;;;
23/02/2005;29,81;;;;
24/02/2005;30,24;;;;
25/02/2005;30,87;;;;
28/02/2005;31,92;;;;
01/03/2005;32,39;;;;
02/03/2005;33,03;;;;
03/03/2005;33,4;;;;
04/03/2005;33,7;;;;
07/03/2005;33,93;;;;
08/03/2005;33,88;;;;
09/03/2005;34,44;;;;
10/03/2005;35,19;;;;
11/03/2005;35,79;;;;
14/03/2005;36,24;;;;
15/03/2005;37,51;;;;
16/03/2005;38,24;;;;
17/03/2005;37,79;;;;
18/03/2005;36,39;;;;
21/03/2005;35,35;;;;
22/03/2005;35,15;;;;
23/03/2005;34,74;;;;
24/03/2005;34,89;;;;
28/03/2005;35,26;;;;
29/03/2005;35;;;;
30/03/2005;34,93;;;;
31/03/2005;35,49;;;;
01/04/2005;34,29;;;;
04/04/2005;33,38;;;;
05/04/2005;33,22;;;;
06/04/2005;33,01;;;;
07/04/2005;33,19;;;;
08/04/2005;32,71;;;;
11/04/2005;32,1;;;;
12/04/2005;32,51;;;;
13/04/2005;32,34;;;;
14/04/2005;32,69;;;;
15/04/2005;32,61;;;;
18/04/2005;32,79;;;;
19/04/2005;33,31;;;;
20/04/2005;33,43;;;;
22/04/2005;33,17;;;;
25/04/2005;33,48;;;;
26/04/2005;33,22;;;;
27/04/2005;32,33;;;;
28/04/2005;31,85;;;;
29/04/2005;31,91;;;;
02/05/2005;31,77;;;;
03/05/2005;31,62;;;;
04/05/2005;31,53;;;;
05/05/2005;31,53;;;;
06/05/2005;31,62;;;;
09/05/2005;31,81;;;;
10/05/2005;31,8;;;;
11/05/2005;31,72;;;;
12/05/2005;31,2;;;;
13/05/2005;30,82;;;;
16/05/2005;30,76;;;;
17/05/2005;30,95;;;;
18/05/2005;31,51;;;;
19/05/2005;31,18;;;;
20/05/2005;31,45;;;;
23/05/2005;31,31;;;;
24/05/2005;31,38;;;;
25/05/2005;31,81;;;;
27/05/2005;31,61;;;;
30/05/2005;31,33;;;;
31/05/2005;32,14;;;;
01/06/2005;32,72;;;;
02/06/2005;32,03;;;;
03/06/2005;32,27;;;;
06/06/2005;33,43;;;;
07/06/2005;33;;;;
08/06/2005;32,4;;;;
09/06/2005;32,54;;;;
10/06/2005;32,64;;;;
13/06/2005;32,94;;;;
14/06/2005;33,16;;;;
15/06/2005;33,65;;;;
16/06/2005;33,55;;;;
17/06/2005;33,85;;;;
20/06/2005;34,46;;;;
21/06/2005;34,16;;;;
22/06/2005;34,45;;;;
23/06/2005;34,42;;;;
24/06/2005;34,47;;;;
27/06/2005;33,58;;;;
28/06/2005;31,67;;;;
29/06/2005;31,37;;;;
30/06/2005;30,91;;;;
01/07/2005;31,19;;;;
04/07/2005;31,45;;;;
05/07/2005;33,06;;;;
06/07/2005;33,61;;;;
07/07/2005;32,6;;;;
08/07/2005;31,86;;;;
11/07/2005;32;;;;
12/07/2005;32,35;;;;
13/07/2005;33,57;;;;
14/07/2005;34,08;;;;
15/07/2005;34,04;;;;
18/07/2005;33,51;;;;
19/07/2005;32,52;;;;
20/07/2005;31,7;;;;
21/07/2005;31,77;;;;
22/07/2005;32,37;;;;
25/07/2005;32,87;;;;
26/07/2005;34,16;;;;
27/07/2005;33,91;;;;
28/07/2005;34,15;;;;
29/07/2005;33,5;;;;
01/08/2005;33,18;;;;
02/08/2005;33,64;;;;
03/08/2005;33,12;;;;
04/08/2005;32,39;;;;
05/08/2005;31,59;;;;
08/08/2005;32,17;;;;
09/08/2005;31,62;;;;
10/08/2005;31,06;;;;
11/08/2005;31,13;;;;
12/08/2005;32,05;;;;
15/08/2005;30,81;;;;
16/08/2005;30,64;;;;
17/08/2005;30,8;;;;
18/08/2005;30,92;;;;
19/08/2005;31,26;;;;
22/08/2005;31,3;;;;
23/08/2005;31,64;;;;
24/08/2005;31,8;;;;
25/08/2005;31,35;;;;
26/08/2005;30,88;;;;
29/08/2005;31,17;;;;
30/08/2005;31,7;;;;
31/08/2005;31,01;;;;
01/09/2005;31,22;;;;
02/09/2005;31,13;;;;
05/09/2005;30,87;;;;
06/09/2005;31,4;;;;
08/09/2005;30,9;;;;
09/09/2005;30,89;;;;
12/09/2005;30,16;;;;
13/09/2005;30,12;;;;
14/09/2005;29,93;;;;
15/09/2005;29,51;;;;
16/09/2005;29,23;;;;
19/09/2005;29,23;;;;
20/09/2005;29,38;;;;
21/09/2005;29,36;;;;
22/09/2005;29,71;;;;
23/09/2005;29,68;;;;
26/09/2005;29,18;;;;
27/09/2005;28,29;;;;
28/09/2005;28,49;;;;
29/09/2005;27,9;;;;
30/09/2005;28,26;;;;
03/10/2005;28,53;;;;
04/10/2005;28,16;;;;
05/10/2005;28,41;;;;
06/10/2005;29;;;;
07/10/2005;28,72;;;;
10/10/2005;28,32;;;;
11/10/2005;28,22;;;;
13/10/2005;29,31;;;;
14/10/2005;29,65;;;;
17/10/2005;29,37;;;;
18/10/2005;29,29;;;;
19/10/2005;29,37;;;;
20/10/2005;29,26;;;;
21/10/2005;28,86;;;;
24/10/2005;28,73;;;;
25/10/2005;29,04;;;;
26/10/2005;28,98;;;;
27/10/2005;29,25;;;;
28/10/2005;28,98;;;;
31/10/2005;28,51;;;;
01/11/2005;28,9;;;;
03/11/2005;29,02;;;;
04/11/2005;28,9;;;;
07/11/2005;28,31;;;;
08/11/2005;28,05;;;;
09/11/2005;27,63;;;;
10/11/2005;27,56;;;;
11/11/2005;27,69;;;;
14/11/2005;28,48;;;;
16/11/2005;28,27;;;;
17/11/2005;28,02;;;;
18/11/2005;27,97;;;;
21/11/2005;28,43;;;;
22/11/2005;28,71;;;;
23/11/2005;28,48;;;;
24/11/2005;28,37;;;;
25/11/2005;27,98;;;;
28/11/2005;27,8;;;;
29/11/2005;27,3;;;;
30/11/2005;27,5;;;;
01/12/2005;27,75;;;;
02/12/2005;27,77;;;;
05/12/2005;28,05;;;;
06/12/2005;28;;;;
07/12/2005;27,84;;;;
08/12/2005;27,91;;;;
09/12/2005;28,34;;;;
12/12/2005;29,23;;;;
13/12/2005;29,15;;;;
14/12/2005;29,8;;;;
15/12/2005;29,68;;;;
16/12/2005;30,28;;;;
19/12/2005;30,62;;;;
20/12/2005;31,23;;;;
21/12/2005;30,91;;;;
22/12/2005;31,02;;;;
23/12/2005;30,81;;;;
26/12/2005;30,98;;;;
27/12/2005;31,3;;;;
28/12/2005;31,32;;;;
29/12/2005;30,91;;;;
02/01/2006;31,03;;;;
03/01/2006;31,49;;;;
04/01/2006;31,28;;;;
05/01/2006;30,97;;;;
06/01/2006;30,89;;;;
09/01/2006;30,03;;;;
10/01/2006;29,85;;;;
11/01/2006;29,12;;;;
12/01/2006;29,21;;;;
13/01/2006;28,97;;;;
16/01/2006;28,66;;;;
17/01/2006;28,69;;;;
18/01/2006;28,89;;;;
19/01/2006;28,84;;;;
20/01/2006;28,44;;;;
23/01/2006;28,26;;;;
24/01/2006;28,08;;;;
25/01/2006;28,1;;;;
26/01/2006;27,98;;;;
27/01/2006;28,01;;;;
30/01/2006;28,46;;;;
31/01/2006;28,33;;;;
01/02/2006;28,18;;;;
02/02/2006;28,05;;;;
03/02/2006;27,95;;;;
06/02/2006;28,05;;;;
07/02/2006;27,83;;;;
08/02/2006;27,69;;;;
09/02/2006;27,81;;;;
10/02/2006;27,94;;;;
13/02/2006;27,63;;;;
14/02/2006;27,35;;;;
15/02/2006;27,09;;;;
16/02/2006;27;;;;
17/02/2006;27,32;;;;
20/02/2006;27,33;;;;
21/02/2006;27,21;;;;
22/02/2006;27,27;;;;
23/02/2006;26,91;;;;
24/02/2006;26,92;;;;
01/03/2006;26,6;;;;
02/03/2006;26,3;;;;
03/03/2006;26,45;;;;
06/03/2006;26,24;;;;
07/03/2006;26,37;;;;
08/03/2006;26,24;;;;
09/03/2006;25,89;;;;
10/03/2006;25,85;;;;
13/03/2006;25,67;;;;
14/03/2006;25,25;;;;
15/03/2006;25,14;;;;
16/03/2006;24,86;;;;
17/03/2006;24,84;;;;
20/03/2006;25,1;;;;
21/03/2006;25,12;;;;
22/03/2006;25,24;;;;
23/03/2006;25,24;;;;
24/03/2006;25,3;;;;
27/03/2006;25,67;;;;
28/03/2006;25,99;;;;
29/03/2006;26,14;;;;
30/03/2006;25,97;;;;
31/03/2006;25,57;;;;
03/04/2006;24,88;;;;
04/04/2006;24,34;;;;
05/04/2006;24,4;;;;
06/04/2006;24,48;;;;
07/04/2006;24,53;;;;
10/04/2006;24,49;;;;
11/04/2006;24,71;;;;
12/04/2006;24,73;;;;
13/04/2006;24,79;;;;
17/04/2006;25,16;;;;
18/04/2006;25,18;;;;
19/04/2006;25,14;;;;
20/04/2006;25,13;;;;
24/04/2006;25,17;;;;
25/04/2006;25,31;;;;
26/04/2006;25,31;;;;
27/04/2006;25,13;;;;
28/04/2006;25,54;;;;
02/05/2006;25,46;;;;
03/05/2006;25,42;;;;
04/05/2006;25,48;;;;
05/05/2006;25,54;;;;
08/05/2006;25,24;;;;
09/05/2006;25,59;;;;
10/05/2006;25,8;;;;
11/05/2006;25,98;;;;
12/05/2006;26,53;;;;
15/05/2006;26,52;;;;
16/05/2006;26,42;;;;
17/05/2006;26,56;;;;
18/05/2006;26,76;;;;
19/05/2006;26,32;;;;
22/05/2006;26,84;;;;
23/05/2006;26,99;;;;
24/05/2006;27,95;;;;
25/05/2006;27,56;;;;
26/05/2006;27,06;;;;
29/05/2006;26,83;;;;
30/05/2006;27,81;;;;
31/05/2006;27,5;;;;
01/06/2006;27,33;;;;
02/06/2006;27,85;;;;
05/06/2006;27,91;;;;
06/06/2006;27,83;;;;
07/06/2006;27,67;;;;
08/06/2006;27,59;;;;
09/06/2006;27,57;;;;
12/06/2006;28,04;;;;
13/06/2006;28,36;;;;
14/06/2006;28,21;;;;
16/06/2006;28,16;;;;
19/06/2006;27,42;;;;
20/06/2006;27,37;;;;
21/06/2006;27,38;;;;
22/06/2006;27,44;;;;
23/06/2006;27,42;;;;
26/06/2006;26,88;;;;
27/06/2006;26,99;;;;
28/06/2006;27,3;;;;
29/06/2006;27,27;;;;
30/06/2006;27,46;;;;
03/07/2006;27,41;;;;
04/07/2006;27,51;;;;
05/07/2006;27,72;;;;
06/07/2006;28,04;;;;
07/07/2006;27,67;;;;
10/07/2006;27,96;;;;
11/07/2006;28,15;;;;
12/07/2006;27,95;;;;
13/07/2006;27,96;;;;
14/07/2006;28,1;;;;
17/07/2006;27,85;;;;
18/07/2006;27,58;;;;
19/07/2006;27,4;;;;
20/07/2006;27,38;;;;
21/07/2006;27,24;;;;
24/07/2006;27,41;;;;
25/07/2006;28,1;;;;
26/07/2006;28,06;;;;
27/07/2006;27,76;;;;
28/07/2006;27,55;;;;
31/07/2006;27,58;;;;
01/08/2006;27,56;;;;
02/08/2006;27,75;;;;
03/08/2006;27,73;;;;
04/08/2006;27,74;;;;
07/08/2006;27,38;;;;
08/08/2006;27,31;;;;
09/08/2006;27,35;;;;
10/08/2006;27,44;;;;
11/08/2006;27,34;;;;
14/08/2006;27,2;;;;
15/08/2006;27,22;;;;
16/08/2006;27,16;;;;
17/08/2006;26,96;;;;
18/08/2006;26,83;;;;
21/08/2006;27,01;;;;
22/08/2006;26,98;;;;
23/08/2006;27,2;;;;
24/08/2006;27,44;;;;
25/08/2006;27,34;;;;
28/08/2006;27,17;;;;
29/08/2006;27,17;;;;
30/08/2006;27,22;;;;
31/08/2006;27,37;;;;
01/09/2006;27,55;;;;
04/09/2006;27,52;;;;
05/09/2006;27,49;;;;
06/09/2006;27,66;;;;
08/09/2006;27,87;;;;
11/09/2006;27,81;;;;
12/09/2006;27,85;;;;
13/09/2006;27,92;;;;
14/09/2006;27,87;;;;
15/09/2006;28,06;;;;
18/09/2006;27,93;;;;
19/09/2006;28,03;;;;
20/09/2006;28,33;;;;
21/09/2006;28,64;;;;
22/09/2006;28,68;;;;
25/09/2006;28,53;;;;
26/09/2006;28,58;;;;
27/09/2006;28,54;;;;
28/09/2006;28,72;;;;
29/09/2006;28,65;;;;
02/10/2006;28,78;;;;
03/10/2006;28,86;;;;
04/10/2006;29,04;;;;
05/10/2006;29,44;;;;
06/10/2006;29,48;;;;
09/10/2006;29,85;;;;
10/10/2006;29,87;;;;
11/10/2006;29,98;;;;
13/10/2006;30,42;;;;
16/10/2006;30,3;;;;
17/10/2006;30,73;;;;
18/10/2006;30,93;;;;
19/10/2006;31,29;;;;
20/10/2006;31,42;;;;
23/10/2006;31,26;;;;
24/10/2006;31,36;;;;
25/10/2006;31,52;;;;
26/10/2006;31,46;;;;
27/10/2006;31,57;;;;
30/10/2006;32,03;;;;
31/10/2006;31,82;;;;
01/11/2006;31,65;;;;
03/11/2006;31,84;;;;
06/11/2006;32,03;;;;
07/11/2006;32,12;;;;
08/11/2006;32,53;;;;
09/11/2006;32,79;;;;
10/11/2006;32,84;;;;
13/11/2006;32,74;;;;
14/11/2006;32,96;;;;
16/11/2006;33,13;;;;
17/11/2006;33,12;;;;
20/11/2006;33,35;;;;
21/11/2006;33,76;;;;
22/11/2006;33,73;;;;
23/11/2006;33,83;;;;
24/11/2006;33,92;;;;
27/11/2006;33,95;;;;
28/11/2006;33,88;;;;
29/11/2006;33,54;;;;
30/11/2006;33,4;;;;
01/12/2006;33,3;;;;
04/12/2006;32,79;;;;
05/12/2006;32,08;;;;
06/12/2006;31,81;;;;
07/12/2006;31,56;;;;
08/12/2006;31,64;;;;
11/12/2006;31,8;;;;
12/12/2006;31,88;;;;
13/12/2006;31,73;;;;
14/12/2006;31,81;;;;
15/12/2006;31,7;;;;
18/12/2006;31,69;;;;
19/12/2006;31,59;;;;
20/12/2006;31,9;;;;
21/12/2006;31,86;;;;
22/12/2006;31,66;;;;
26/12/2006;31,89;;;;
27/12/2006;31,98;;;;
28/12/2006;31,99;;;;
02/01/2007;31,95;;;;
03/01/2007;31,97;;;;
04/01/2007;31,8;;;;
05/01/2007;32,03;;;;
08/01/2007;31,94;;;;
09/01/2007;31,79;;;;
10/01/2007;31,34;;;;
11/01/2007;31,42;;;;
12/01/2007;31,61;;;;
15/01/2007;31,91;;;;
16/01/2007;32,13;;;;
17/01/2007;32,25;;;;
18/01/2007;32,28;;;;
19/01/2007;32,31;;;;
22/01/2007;32,17;;;;
23/01/2007;32,18;;;;
24/01/2007;32,12;;;;
25/01/2007;32,16;;;;
26/01/2007;32,15;;;;
29/01/2007;32,08;;;;
30/01/2007;32,05;;;;
31/01/2007;32,27;;;;
01/02/2007;32,19;;;;
02/02/2007;32,11;;;;
05/02/2007;32,23;;;;
06/02/2007;32,1;;;;
07/02/2007;32,11;;;;
08/02/2007;32,1;;;;
09/02/2007;32,15;;;;
12/02/2007;32,31;;;;
13/02/2007;32,45;;;;
14/02/2007;32,53;;;;
15/02/2007;32,56;;;;
16/02/2007;32,69;;;;
21/02/2007;32,73;;;;
22/02/2007;33,02;;;;
23/02/2007;33,2;;;;
26/02/2007;33,46;;;;
27/02/2007;33,29;;;;
28/02/2007;33,16;;;;
01/03/2007;33;;;;
02/03/2007;32,58;;;;
05/03/2007;32,26;;;;
06/03/2007;32,22;;;;
07/03/2007;32,4;;;;
08/03/2007;32,57;;;;
09/03/2007;32,46;;;;
12/03/2007;32,42;;;;
13/03/2007;32,42;;;;
14/03/2007;31,88;;;;
15/03/2007;31,8;;;;
16/03/2007;31,82;;;;
19/03/2007;31,68;;;;
20/03/2007;31,55;;;;
21/03/2007;31,58;;;;
22/03/2007;31,23;;;;
23/03/2007;31,15;;;;
26/03/2007;30,71;;;;
27/03/2007;30,69;;;;
28/03/2007;30,91;;;;
29/03/2007;31,18;;;;
30/03/2007;31,15;;;;
02/04/2007;31,08;;;;
03/04/2007;30,91;;;;
04/04/2007;30,75;;;;
05/04/2007;30,66;;;;
09/04/2007;30,38;;;;
10/04/2007;29,91;;;;
11/04/2007;29,81;;;;
12/04/2007;29,83;;;;
13/04/2007;29,75;;;;
16/04/2007;29,82;;;;
17/04/2007;29,66;;;;
18/04/2007;29,6;;;;
19/04/2007;29,79;;;;
20/04/2007;29,76;;;;
23/04/2007;29,71;;;;
24/04/2007;29,53;;;;
25/04/2007;29,74;;;;
26/04/2007;29,79;;;;
27/04/2007;29,79;;;;
30/04/2007;29,91;;;;
02/05/2007;30,05;;;;
03/05/2007;30,12;;;;
04/05/2007;30,05;;;;
07/05/2007;29,85;;;;
08/05/2007;29,81;;;;
09/05/2007;29,82;;;;
10/05/2007;29,86;;;;
11/05/2007;30,11;;;;
14/05/2007;30,32;;;;
15/05/2007;30,16;;;;
16/05/2007;30,24;;;;
17/05/2007;30,08;;;;
18/05/2007;30,06;;;;
21/05/2007;30,03;;;;
22/05/2007;30,06;;;;
23/05/2007;30,12;;;;
24/05/2007;30,27;;;;
25/05/2007;30,25;;;;
28/05/2007;30,21;;;;
29/05/2007;30,02;;;;
30/05/2007;30,04;;;;
31/05/2007;30,17;;;;
01/06/2007;30,02;;;;
04/06/2007;30,08;;;;
05/06/2007;30,46;;;;
06/06/2007;30,71;;;;
08/06/2007;30,73;;;;
11/06/2007;31,02;;;;
12/06/2007;30,81;;;;
13/06/2007;30,81;;;;
14/06/2007;30,92;;;;
15/06/2007;31;;;;
18/06/2007;31,18;;;;
19/06/2007;30,92;;;;
20/06/2007;30,98;;;;
21/06/2007;30,91;;;;
22/06/2007;30,45;;;;
25/06/2007;30,33;;;;
26/06/2007;30,44;;;;
27/06/2007;30,57;;;;
28/06/2007;30,6;;;;
29/06/2007;31,33;;;;
02/07/2007;31,84;;;;
03/07/2007;31,46;;;;
04/07/2007;31,35;;;;
05/07/2007;31,49;;;;
06/07/2007;31,71;;;;
09/07/2007;31,67;;;;
10/07/2007;31,93;;;;
11/07/2007;32,25;;;;
12/07/2007;32,19;;;;
13/07/2007;32,44;;;;
16/07/2007;32,09;;;;
17/07/2007;31,05;;;;
18/07/2007;30,57;;;;
19/07/2007;30,51;;;;
20/07/2007;30,73;;;;
23/07/2007;30,18;;;;
24/07/2007;30,18;;;;
25/07/2007;30,42;;;;
26/07/2007;31,01;;;;
27/07/2007;31,22;;;;
30/07/2007;31,38;;;;
31/07/2007;31,81;;;;
01/08/2007;32,12;;;;
02/08/2007;32,34;;;;
03/08/2007;32,83;;;;
06/08/2007;32,81;;;;
07/08/2007;33,2;;;;
08/08/2007;33,83;;;;
09/08/2007;34,21;;;;
10/08/2007;34,56;;;;
13/08/2007;34,96;;;;
14/08/2007;35,13;;;;
15/08/2007;35,15;;;;
16/08/2007;34,79;;;;
17/08/2007;34,32;;;;
20/08/2007;34,44;;;;
21/08/2007;34,77;;;;
22/08/2007;35,05;;;;
23/08/2007;35,51;;;;
24/08/2007;35,27;;;;
27/08/2007;35,14;;;;
28/08/2007;35,46;;;;
29/08/2007;36,09;;;;
30/08/2007;36,41;;;;
31/08/2007;36,53;;;;
03/09/2007;36,69;;;;
04/09/2007;37,41;;;;
05/09/2007;37,81;;;;
06/09/2007;37,66;;;;
10/09/2007;37,92;;;;
11/09/2007;37,69;;;;
12/09/2007;38,36;;;;
13/09/2007;38,09;;;;
14/09/2007;38,61;;;;
17/09/2007;38,95;;;;
18/09/2007;38,92;;;;
19/09/2007;38,58;;;;
20/09/2007;39,17;;;;
21/09/2007;39,35;;;;
24/09/2007;39,45;;;;
25/09/2007;39,65;;;;
26/09/2007;39,81;;;;
27/09/2007;40,38;;;;
28/09/2007;40,18;;;;
01/10/2007;40,06;;;;
02/10/2007;39,05;;;;
03/10/2007;39,03;;;;
04/10/2007;39,53;;;;
05/10/2007;39,07;;;;
08/10/2007;38,75;;;;
09/10/2007;39,16;;;;
10/10/2007;39,68;;;;
11/10/2007;39,84;;;;
15/10/2007;40,22;;;;
16/10/2007;40,33;;;;
17/10/2007;40,56;;;;
18/10/2007;40,48;;;;
19/10/2007;40,43;;;;
22/10/2007;39,92;;;;
23/10/2007;40,15;;;;
24/10/2007;40,29;;;;
25/10/2007;40,04;;;;
26/10/2007;40,31;;;;
29/10/2007;40,62;;;;
30/10/2007;40,11;;;;
31/10/2007;40,34;;;;
01/11/2007;39,96;;;;
05/11/2007;40,01;;;;
06/11/2007;40,54;;;;
07/11/2007;40,74;;;;
08/11/2007;40,98;;;;
09/11/2007;40,99;;;;
12/11/2007;41,05;;;;
13/11/2007;41,63;;;;
14/11/2007;42,01;;;;
16/11/2007;42,59;;;;
19/11/2007;42,23;;;;
20/11/2007;42,28;;;;
21/11/2007;42,34;;;;
22/11/2007;42,68;;;;
23/11/2007;42,83;;;;
26/11/2007;43,13;;;;
27/11/2007;43,94;;;;
28/11/2007;43,7;;;;
29/11/2007;44,04;;;;
30/11/2007;43,77;;;;
03/12/2007;43,37;;;;
04/12/2007;43,29;;;;
05/12/2007;43,45;;;;
06/12/2007;43,42;;;;
07/12/2007;43,4;;;;
10/12/2007;43,46;;;;
11/12/2007;43,58;;;;
12/12/2007;43,88;;;;
13/12/2007;44,08;;;;
14/12/2007;44,04;;;;
17/12/2007;44,28;;;;
18/12/2007;44,19;;;;
19/12/2007;44,36;;;;
20/12/2007;44,39;;;;
21/12/2007;44,49;;;;
26/12/2007;44,53;;;;
27/12/2007;44,71;;;;
28/12/2007;44,78;;;;
02/01/2008;45;;;;
03/01/2008;45,51;;;;
04/01/2008;45,53;;;;
07/01/2008;45,58;;;;
08/01/2008;45,65;;;;
09/01/2008;46,04;;;;
10/01/2008;46,14;;;;
11/01/2008;46,46;;;;
14/01/2008;46,61;;;;
15/01/2008;46,73;;;;
16/01/2008;46,33;;;;
17/01/2008;46,8;;;;
18/01/2008;46,76;;;;
21/01/2008;46,76;;;;
22/01/2008;46,53;;;;
23/01/2008;46,4;;;;
24/01/2008;46,2;;;;
25/01/2008;46,45;;;;
28/01/2008;46,39;;;;
29/01/2008;46,34;;;;
30/01/2008;46,39;;;;
31/01/2008;46,46;;;;
01/02/2008;46,8;;;;
06/02/2008;47,21;;;;
07/02/2008;47,41;;;;
08/02/2008;47,97;;;;
11/02/2008;47,78;;;;
12/02/2008;47,46;;;;
13/02/2008;47,15;;;;
14/02/2008;47,33;;;;
15/02/2008;47,75;;;;
18/02/2008;47,67;;;;
19/02/2008;47,82;;;;
20/02/2008;47,7;;;;
21/02/2008;47,58;;;;
22/02/2008;47,6;;;;
25/02/2008;48,14;;;;
26/02/2008;48,06;;;;
27/02/2008;47,95;;;;
28/02/2008;48,05;;;;
29/02/2008;48,99;;;;
03/03/2008;50,17;;;;
04/03/2008;49,5;;;;
05/03/2008;49,27;;;;
06/03/2008;47,7;;;;
07/03/2008;46,96;;;;
10/03/2008;45,88;;;;
11/03/2008;46,29;;;;
12/03/2008;45,56;;;;
13/03/2008;46,4;;;;
14/03/2008;45,94;;;;
17/03/2008;44,5;;;;
18/03/2008;43,88;;;;
19/03/2008;43,41;;;;
20/03/2008;42,04;;;;
24/03/2008;43,26;;;;
25/03/2008;45,12;;;;
26/03/2008;46,37;;;;
27/03/2008;46,5;;;;
28/03/2008;45,04;;;;
31/03/2008;42,78;;;;
01/04/2008;42,05;;;;
02/04/2008;42,87;;;;
03/04/2008;43,26;;;;
04/04/2008;43,5;;;;
07/04/2008;43,53;;;;
08/04/2008;43,42;;;;
09/04/2008;43,63;;;;
10/04/2008;44,69;;;;
11/04/2008;44,7;;;;
14/04/2008;45,16;;;;
15/04/2008;45,8;;;;
16/04/2008;45,25;;;;
17/04/2008;44,49;;;;
18/04/2008;44,6;;;;
22/04/2008;45,06;;;;
23/04/2008;45,45;;;;
24/04/2008;45,41;;;;
25/04/2008;45,12;;;;
28/04/2008;44,17;;;;
29/04/2008;44,17;;;;
30/04/2008;44,6;;;;
02/05/2008;43,49;;;;
05/05/2008;43,43;;;;
06/05/2008;43,68;;;;
07/05/2008;43,93;;;;
08/05/2008;44,37;;;;
09/05/2008;45,25;;;;
12/05/2008;45,06;;;;
13/05/2008;44,96;;;;
14/05/2008;45,37;;;;
15/05/2008;44,72;;;;
16/05/2008;44,87;;;;
19/05/2008;44,2;;;;
20/05/2008;44,42;;;;
21/05/2008;44,72;;;;
23/05/2008;45,28;;;;
26/05/2008;45,46;;;;
27/05/2008;45,63;;;;
28/05/2008;45,8;;;;
29/05/2008;45,04;;;;
30/05/2008;44,39;;;;
02/06/2008;45,07;;;;
03/06/2008;45,16;;;;
04/06/2008;45,55;;;;
05/06/2008;46,97;;;;
06/06/2008;48,15;;;;
09/06/2008;48,55;;;;
10/06/2008;48,56;;;;
11/06/2008;49,95;;;;
12/06/2008;50,53;;;;
13/06/2008;51,21;;;;
16/06/2008;51,18;;;;
17/06/2008;51,56;;;;
18/06/2008;52,34;;;;
19/06/2008;52,03;;;;
20/06/2008;52,07;;;;
23/06/2008;51,33;;;;
24/06/2008;50,91;;;;
25/06/2008;51,17;;;;
26/06/2008;52,12;;;;
27/06/2008;52,66;;;;
30/06/2008;52,63;;;;
01/07/2008;53,5;;;;
02/07/2008;53,68;;;;
03/07/2008;54,16;;;;
04/07/2008;54,54;;;;
07/07/2008;52,85;;;;
08/07/2008;51,48;;;;
09/07/2008;52,08;;;;
10/07/2008;52,91;;;;
11/07/2008;53,72;;;;
14/07/2008;52,71;;;;
15/07/2008;52;;;;
16/07/2008;51,9;;;;
17/07/2008;51,42;;;;
18/07/2008;50,45;;;;
21/07/2008;48,56;;;;
22/07/2008;47,95;;;;
23/07/2008;47,3;;;;
24/07/2008;47,06;;;;
25/07/2008;47,09;;;;
28/07/2008;47,39;;;;
29/07/2008;46,94;;;;
30/07/2008;46,85;;;;
31/07/2008;46,91;;;;
01/08/2008;46,28;;;;
04/08/2008;44,22;;;;
05/08/2008;43,31;;;;
06/08/2008;42,46;;;;
07/08/2008;43,06;;;;
08/08/2008;42,74;;;;
11/08/2008;42,6;;;;
12/08/2008;42,73;;;;
13/08/2008;44,02;;;;
14/08/2008;43,81;;;;
15/08/2008;43,32;;;;
18/08/2008;44,54;;;;
19/08/2008;45,32;;;;
20/08/2008;45,01;;;;
21/08/2008;45,87;;;;
22/08/2008;45,81;;;;
25/08/2008;46,61;;;;
26/08/2008;46,91;;;;
27/08/2008;46,85;;;;
28/08/2008;46,49;;;;
29/08/2008;46,66;;;;
01/09/2008;46,62;;;;
02/09/2008;45,82;;;;
03/09/2008;45,63;;;;
04/09/2008;45,71;;;;
05/09/2008;45,31;;;;
08/09/2008;45,02;;;;
09/09/2008;45,36;;;;
10/09/2008;45,79;;;;
11/09/2008;45,97;;;;
12/09/2008;46,17;;;;
15/09/2008;46,47;;;;
16/09/2008;45,65;;;;
17/09/2008;46,06;;;;
18/09/2008;46,52;;;;
19/09/2008;45,99;;;;
22/09/2008;46,57;;;;
23/09/2008;46,64;;;;
24/09/2008;47,27;;;;
25/09/2008;47,16;;;;
26/09/2008;46,83;;;;
29/09/2008;46,05;;;;
30/09/2008;45,16;;;;
01/10/2008;45,41;;;;
02/10/2008;45,2;;;;
03/10/2008;45,05;;;;
06/10/2008;44,33;;;;
07/10/2008;45,06;;;;
08/10/2008;46,53;;;;
09/10/2008;46,61;;;;
10/10/2008;45,98;;;;
13/10/2008;44,92;;;;
14/10/2008;43,62;;;;
15/10/2008;42,8;;;;
16/10/2008;42,35;;;;
17/10/2008;42,62;;;;
20/10/2008;43,01;;;;
21/10/2008;43,59;;;;
22/10/2008;45,23;;;;
23/10/2008;45,87;;;;
24/10/2008;45,5;;;;
