data;preco_br;;;;
27/04/2001;18,01;;;;
30/04/2001;18,03;;;;
02/05/2001;18,43;;;;
03/05/2001;18,43;;;;
04/05/2001;18,43;;;;
07/05/2001;18,27;;;;
08/05/2001;18,56;;;;
09/05/2001;18,75;;;;
10/05/2001;18,84;;;;
11/05/2001;18,97;;;;
14/05/2001;19,4;;;;
15/05/2001;19,61;;;;
16/05/2001;20;;;;
17/05/2001;19,99;;;;
18/05/2001;19,97;;;;
21/05/2001;19,94;;;;
22/05/2001;19,9;;;;
23/05/2001;20,47;;;;
24/05/2001;20,79;;;;
25/05/2001;20,92;;;;
28/05/2001;20,56;;;;
29/05/2001;20,38;;;;
30/05/2001;20,33;;;;
31/05/2001;20,75;;;;
01/06/2001;21,43;;;;
04/06/2001;20,96;;;;
05/06/2001;21,52;;;;
06/06/2001;21,68;;;;
07/06/2001;21,84;;;;
08/06/2001;21,94;;;;
11/06/2001;22,32;;;;
12/06/2001;22,61;;;;
13/06/2001;22,96;;;;
15/06/2001;22,7;;;;
18/06/2001;22,82;;;;
19/06/2001;23,26;;;;
20/06/2001;23,43;;;;
21/06/2001;22,25;;;;
22/06/2001;21,35;;;;
25/06/2001;20,91;;;;
26/06/2001;21,15;;;;
27/06/2001;21,68;;;;
28/06/2001;21,38;;;;
29/06/2001;22,67;;;;
02/07/2001;23,22;;;;
03/07/2001;23,59;;;;
04/07/2001;23,66;;;;
05/07/2001;24,43;;;;
06/07/2001;25,25;;;;
10/07/2001;25,93;;;;
11/07/2001;27,03;;;;
12/07/2001;27,58;;;;
13/07/2001;27,67;;;;
16/07/2001;27,24;;;;
17/07/2001;27,6;;;;
18/07/2001;26,3;;;;
19/07/2001;26,43;;;;
20/07/2001;25,41;;;;
23/07/2001;24,94;;;;
24/07/2001;25,53;;;;
25/07/2001;26,31;;;;
26/07/2001;27,18;;;;
27/07/2001;27,28;;;;
30/07/2001;26,41;;;;
31/07/2001;26,5;;;;
01/08/2001;27,3;;;;
02/08/2001;26,82;;;;
03/08/2001;26,41;;;;
06/08/2001;26,39;;;;
07/08/2001;26,59;;;;
08/08/2001;27,02;;;;
09/08/2001;27,38;;;;
10/08/2001;28,01;;;;
13/08/2001;28,29;;;;
14/08/2001;28,29;;;;
15/08/2001;28,4;;;;
16/08/2001;27,82;;;;
17/08/2001;28,13;;;;
20/08/2001;27,85;;;;
21/08/2001;28,02;;;;
22/08/2001;27,97;;;;
23/08/2001;27,63;;;;
24/08/2001;27,73;;;;
27/08/2001;27,85;;;;
28/08/2001;27,91;;;;
29/08/2001;27,99;;;;
30/08/2001;28,05;;;;
31/08/2001;28,21;;;;
03/09/2001;28,35;;;;
04/09/2001;28,4;;;;
05/09/2001;28,48;;;;
06/09/2001;28,49;;;;
10/09/2001;28,55;;;;
11/09/2001;28,5;;;;
12/09/2001;28,61;;;;
13/09/2001;29,38;;;;
14/09/2001;29,57;;;;
17/09/2001;29,51;;;;
18/09/2001;29,59;;;;
19/09/2001;29,55;;;;
20/09/2001;29,64;;;;
21/09/2001;29,77;;;;
24/09/2001;29,78;;;;
25/09/2001;29,87;;;;
26/09/2001;29,79;;;;
27/09/2001;29,68;;;;
28/09/2001;29,31;;;;
01/10/2001;29,09;;;;
02/10/2001;28,98;;;;
03/10/2001;29,1;;;;
04/10/2001;29,16;;;;
05/10/2001;29,38;;;;
08/10/2001;29,49;;;;
09/10/2001;29,66;;;;
10/10/2001;29,76;;;;
11/10/2001;29,96;;;;
15/10/2001;29,61;;;;
16/10/2001;29,53;;;;
17/10/2001;29,42;;;;
18/10/2001;29,59;;;;
19/10/2001;29,58;;;;
22/10/2001;29,54;;;;
23/10/2001;29,7;;;;
24/10/2001;30,11;;;;
25/10/2001;30,17;;;;
26/10/2001;30,32;;;;
29/10/2001;30,36;;;;
30/10/2001;30,3;;;;
31/10/2001;30,22;;;;
01/11/2001;30,33;;;;
05/11/2001;30,6;;;;
06/11/2001;30,59;;;;
07/11/2001;30,59;;;;
08/11/2001;30,3;;;;
09/11/2001;29,91;;;;
12/11/2001;29,85;;;;
13/11/2001;29,87;;;;
14/11/2001;29,89;;;;
16/11/2001;29,8;;;;
19/11/2001;30,07;;;;
20/11/2001;29,93;;;;
21/11/2001;29,86;;;;
22/11/2001;29,84;;;;
23/11/2001;29,78;;;;
26/11/2001;29,54;;;;
27/11/2001;29,05;;;;
28/11/2001;28,92;;;;
29/11/2001;28,77;;;;
30/11/2001;28,78;;;;
03/12/2001;28,72;;;;
04/12/2001;28,7;;;;
05/12/2001;28,58;;;;
06/12/2001;28,53;;;;
07/12/2001;28,43;;;;
10/12/2001;28,15;;;;
11/12/2001;27,73;;;;
12/12/2001;27,37;;;;
13/12/2001;26,94;;;;
14/12/2001;26,79;;;;
17/12/2001;26,72;;;;
18/12/2001;26,59;;;;
19/12/2001;26,37;;;;
20/12/2001;26,29;;;;
21/12/2001;26,21;;;;
26/12/2001;25,84;;;;
27/12/2001;25,84;;;;
28/12/2001;25,69;;;;
02/01/2002;25,61;;;;
03/01/2002;25,58;;;;
04/01/2002;25,49;;;;
07/01/2002;25,36;;;;
08/01/2002;25,1;;;;
09/01/2002;25,11;;;;
10/01/2002;24,96;;;;
11/01/2002;25,12;;;;
14/01/2002;25,24;;;;
15/01/2002;25,2;;;;
16/01/2002;25,26;;;;
17/01/2002;25,26;;;;
18/01/2002;25,14;;;;
21/01/2002;25,1;;;;
22/01/2002;25,18;;;;
23/01/2002;25,21;;;;
24/01/2002;25,21;;;;
25/01/2002;25,12;;;;
28/01/2002;24,88;;;;
29/01/2002;24,79;;;;
30/01/2002;24,67;;;;
31/01/2002;24,6;;;;
01/02/2002;24,52;;;;
04/02/2002;24,39;;;;
05/02/2002;24,26;;;;
06/02/2002;23,95;;;;
07/02/2002;23,72;;;;
08/02/2002;23,57;;;;
13/02/2002;22,75;;;;
14/02/2002;22,25;;;;
15/02/2002;22,02;;;;
18/02/2002;21,89;;;;
19/02/2002;21,71;;;;
20/02/2002;21,62;;;;
21/02/2002;21,64;;;;
22/02/2002;21,59;;;;
25/02/2002;21,3;;;;
26/02/2002;20,85;;;;
27/02/2002;20,55;;;;
28/02/2002;20,38;;;;
01/03/2002;20,35;;;;
04/03/2002;20,23;;;;
05/03/2002;20,14;;;;
06/03/2002;20,18;;;;
07/03/2002;20,58;;;;
08/03/2002;20,69;;;;
11/03/2002;21;;;;
12/03/2002;21,05;;;;
13/03/2002;21,11;;;;
14/03/2002;21,33;;;;
15/03/2002;21,55;;;;
18/03/2002;21,53;;;;
19/03/2002;21,54;;;;
20/03/2002;21,51;;;;
21/03/2002;21,64;;;;
22/03/2002;21,82;;;;
25/03/2002;21,96;;;;
26/03/2002;22,01;;;;
27/03/2002;22,07;;;;
28/03/2002;22,1;;;;
01/04/2002;22,15;;;;
02/04/2002;22,13;;;;
03/04/2002;21,98;;;;
04/04/2002;21,78;;;;
05/04/2002;21,68;;;;
08/04/2002;21,53;;;;
09/04/2002;21,35;;;;
10/04/2002;21;;;;
11/04/2002;21,05;;;;
12/04/2002;21,29;;;;
15/04/2002;21,42;;;;
16/04/2002;21,91;;;;
17/04/2002;22,52;;;;
18/04/2002;22,78;;;;
19/04/2002;23,07;;;;
22/04/2002;23,37;;;;
23/04/2002;23,63;;;;
24/04/2002;24,19;;;;
25/04/2002;24,27;;;;
26/04/2002;23,92;;;;
29/04/2002;23,48;;;;
30/04/2002;23,19;;;;
02/05/2002;23,03;;;;
03/05/2002;23,04;;;;
06/05/2002;23,27;;;;
07/05/2002;23,25;;;;
08/05/2002;23,57;;;;
09/05/2002;24,24;;;;
10/05/2002;24,67;;;;
13/05/2002;25,1;;;;
14/05/2002;25,19;;;;
15/05/2002;25,45;;;;
16/05/2002;25,6;;;;
17/05/2002;25,59;;;;
20/05/2002;25,9;;;;
21/05/2002;26,34;;;;
22/05/2002;26,55;;;;
23/05/2002;26,81;;;;
24/05/2002;26,84;;;;
27/05/2002;26,84;;;;
28/05/2002;27,23;;;;
29/05/2002;27,44;;;;
31/05/2002;27,89;;;;
03/06/2002;28,13;;;;
04/06/2002;29,11;;;;
05/06/2002;29,48;;;;
06/06/2002;29,99;;;;
07/06/2002;29,83;;;;
10/06/2002;28,75;;;;
11/06/2002;28,97;;;;
12/06/2002;29,23;;;;
13/06/2002;28,95;;;;
14/06/2002;28,93;;;;
17/06/2002;28,71;;;;
18/06/2002;28,44;;;;
19/06/2002;28,37;;;;
20/06/2002;28,87;;;;
21/06/2002;29,49;;;;
24/06/2002;29,95;;;;
25/06/2002;29,94;;;;
26/06/2002;30,36;;;;
27/06/2002;30,75;;;;
28/06/2002;31;;;;
01/07/2002;31,46;;;;
02/07/2002;31,75;;;;
03/07/2002;31,23;;;;
04/07/2002;31,18;;;;
05/07/2002;31,59;;;;
08/07/2002;31,66;;;;
10/07/2002;32,33;;;;
11/07/2002;32,24;;;;
12/07/2002;32,21;;;;
15/07/2002;33,18;;;;
16/07/2002;33,63;;;;
17/07/2002;33,68;;;;
18/07/2002;33,7;;;;
19/07/2002;33,43;;;;
22/07/2002;34,12;;;;
23/07/2002;33,52;;;;
24/07/2002;33,8;;;;
25/07/2002;33,43;;;;
26/07/2002;33,39;;;;
29/07/2002;33,33;;;;
30/07/2002;34,85;;;;
31/07/2002;36,58;;;;
01/08/2002;36,83;;;;
02/08/2002;34,68;;;;
05/08/2002;33,87;;;;
06/08/2002;35,28;;;;
07/08/2002;34,52;;;;
08/08/2002;33,1;;;;
09/08/2002;34,02;;;;
12/08/2002;36,86;;;;
13/08/2002;37,85;;;;
14/08/2002;38,38;;;;
15/08/2002;38,85;;;;
16/08/2002;37,79;;;;
19/08/2002;36,51;;;;
20/08/2002;35,6;;;;
21/08/2002;35,69;;;;
22/08/2002;35,71;;;;
23/08/2002;35,92;;;;
26/08/2002;36,06;;;;
27/08/2002;36,56;;;;
28/08/2002;37,13;;;;
29/08/2002;37,31;;;;
30/08/2002;36,68;;;;
02/09/2002;36,47;;;;
03/09/2002;37,44;;;;
04/09/2002;37,91;;;;
05/09/2002;38,56;;;;
06/09/2002;39,01;;;;
09/09/2002;39,61;;;;
10/09/2002;40;;;;
11/09/2002;41,03;;;;
12/09/2002;40,65;;;;
13/09/2002;40,54;;;;
16/09/2002;40,92;;;;
17/09/2002;41,03;;;;
18/09/2002;42,34;;;;
19/09/2002;42,59;;;;
20/09/2002;42,88;;;;
23/09/2002;43,2;;;;
24/09/2002;44,79;;;;
25/09/2002;45,47;;;;
26/09/2002;46,45;;;;
27/09/2002;47,16;;;;
30/09/2002;46,51;;;;
01/10/2002;45,19;;;;
02/10/2002;43,06;;;;
03/10/2002;42,6;;;;
04/10/2002;43,03;;;;
07/10/2002;43,58;;;;
08/10/2002;43,6;;;;
09/10/2002;44,94;;;;
10/10/2002;46,19;;;;
11/10/2002;47,61;;;;
14/10/2002;46,97;;;;
15/10/2002;47,82;;;;
16/10/2002;48,04;;;;
17/10/2002;48,46;;;;
18/10/2002;47,91;;;;
21/10/2002;48,88;;;;
22/10/2002;48,92;;;;
23/10/2002;48,82;;;;
24/10/2002;48,37;;;;
25/10/2002;47,39;;;;
28/10/2002;46,3;;;;
29/10/2002;47,4;;;;
30/10/2002;47,23;;;;
31/10/2002;46,37;;;;
01/11/2002;45,91;;;;
04/11/2002;45,27;;;;
05/11/2002;45,92;;;;
06/11/2002;46,14;;;;
07/11/2002;46,56;;;;
08/11/2002;46,25;;;;
11/11/2002;45,14;;;;
12/11/2002;45,91;;;;
13/11/2002;46,77;;;;
14/11/2002;47,23;;;;
18/11/2002;46,77;;;;
19/11/2002;47,25;;;;
20/11/2002;47,44;;;;
21/11/2002;47,54;;;;
22/11/2002;47,47;;;;
25/11/2002;47,18;;;;
26/11/2002;47,85;;;;
27/11/2002;48,54;;;;
28/11/2002;48,61;;;;
29/11/2002;49,1;;;;
02/12/2002;49,5;;;;
03/12/2002;49,49;;;;
04/12/2002;49,57;;;;
05/12/2002;49,96;;;;
06/12/2002;49,75;;;;
09/12/2002;49,96;;;;
10/12/2002;50,25;;;;
11/12/2002;50,46;;;;
12/12/2002;50,45;;;;
13/12/2002;50,51;;;;
16/12/2002;50,15;;;;
17/12/2002;49,57;;;;
18/12/2002;48,14;;;;
19/12/2002;47,68;;;;
20/12/2002;46,51;;;;
23/12/2002;46,51;;;;
26/12/2002;47,08;;;;
27/12/2002;47,07;;;;
30/12/2002;46,75;;;;
02/01/2003;45,88;;;;
03/01/2003;46;;;;
06/01/2003;45,99;;;;
07/01/2003;45,81;;;;
08/01/2003;46,08;;;;
09/01/2003;46,06;;;;
10/01/2003;45,95;;;;
13/01/2003;45,62;;;;
14/01/2003;42,91;;;;
15/01/2003;41,65;;;;
16/01/2003;40,69;;;;
17/01/2003;40,75;;;;
20/01/2003;40,56;;;;
21/01/2003;40,56;;;;
22/01/2003;40,92;;;;
23/01/2003;40,96;;;;
24/01/2003;41,03;;;;
27/01/2003;41,71;;;;
28/01/2003;42,2;;;;
29/01/2003;42,28;;;;
30/01/2003;42,24;;;;
31/01/2003;42,31;;;;
03/02/2003;42,6;;;;
04/02/2003;42,71;;;;
05/02/2003;42,57;;;;
06/02/2003;42,75;;;;
07/02/2003;42,59;;;;
10/02/2003;42,76;;;;
11/02/2003;42,65;;;;
12/02/2003;42,73;;;;
13/02/2003;43,13;;;;
14/02/2003;43,36;;;;
17/02/2003;44,11;;;;
18/02/2003;43,76;;;;
19/02/2003;42,97;;;;
20/02/2003;42,45;;;;
21/02/2003;42,55;;;;
24/02/2003;42,35;;;;
25/02/2003;42,92;;;;
26/02/2003;42,7;;;;
27/02/2003;42,36;;;;
28/02/2003;41,87;;;;
05/03/2003;40,75;;;;
06/03/2003;39,98;;;;
07/03/2003;39,18;;;;
10/03/2003;39,45;;;;
11/03/2003;39,45;;;;
12/03/2003;39,56;;;;
13/03/2003;39,61;;;;
14/03/2003;39,76;;;;
17/03/2003;39,66;;;;
18/03/2003;40,02;;;;
19/03/2003;40,17;;;;
20/03/2003;40,52;;;;
21/03/2003;40,33;;;;
24/03/2003;40,11;;;;
25/03/2003;39,76;;;;
26/03/2003;39,19;;;;
27/03/2003;39,3;;;;
28/03/2003;39,22;;;;
31/03/2003;38,47;;;;
01/04/2003;38,16;;;;
02/04/2003;38,3;;;;
03/04/2003;38,1;;;;
04/04/2003;37,84;;;;
07/04/2003;37,52;;;;
08/04/2003;37,56;;;;
09/04/2003;37,7;;;;
10/04/2003;38,04;;;;
11/04/2003;37,95;;;;
14/04/2003;37,93;;;;
15/04/2003;37,52;;;;
16/04/2003;37,17;;;;
17/04/2003;36,94;;;;
22/04/2003;37,12;;;;
23/04/2003;36,54;;;;
24/04/2003;36,31;;;;
25/04/2003;36,06;;;;
28/04/2003;35,99;;;;
29/04/2003;35,57;;;;
30/04/2003;35,64;;;;
02/05/2003;36,1;;;;
05/05/2003;37,12;;;;
06/05/2003;36,94;;;;
07/05/2003;36,94;;;;
08/05/2003;36,22;;;;
09/05/2003;36,45;;;;
12/05/2003;36,86;;;;
13/05/2003;36,69;;;;
14/05/2003;37,08;;;;
15/05/2003;37,4;;;;
16/05/2003;37,75;;;;
19/05/2003;37,64;;;;
20/05/2003;38,11;;;;
21/05/2003;37,99;;;;
22/05/2003;37,61;;;;
23/05/2003;37,1;;;;
26/05/2003;36,68;;;;
27/05/2003;37,61;;;;
28/05/2003;37,67;;;;
29/05/2003;37,33;;;;
30/05/2003;37,39;;;;
02/06/2003;36,9;;;;
03/06/2003;36,73;;;;
04/06/2003;36,17;;;;
05/06/2003;36,25;;;;
06/06/2003;36,32;;;;
09/06/2003;36,58;;;;
10/06/2003;36,72;;;;
11/06/2003;36,8;;;;
12/06/2003;36,85;;;;
13/06/2003;36,71;;;;
16/06/2003;36,14;;;;
17/06/2003;36,41;;;;
18/06/2003;37,11;;;;
20/06/2003;37,45;;;;
23/06/2003;37,53;;;;
24/06/2003;37,76;;;;
25/06/2003;37,75;;;;
26/06/2003;37,77;;;;
27/06/2003;37,45;;;;
30/06/2003;36,64;;;;
01/07/2003;36,64;;;;
02/07/2003;36,66;;;;
03/07/2003;36,68;;;;
04/07/2003;36,64;;;;
07/07/2003;36,56;;;;
08/07/2003;36,72;;;;
10/07/2003;36,83;;;;
11/07/2003;37,31;;;;
14/07/2003;37,07;;;;
15/07/2003;36,36;;;;
16/07/2003;36,09;;;;
17/07/2003;35,58;;;;
18/07/2003;35,07;;;;
21/07/2003;34,57;;;;
22/07/2003;34,77;;;;
23/07/2003;34,74;;;;
24/07/2003;34,2;;;;
25/07/2003;34,03;;;;
28/07/2003;34,49;;;;
29/07/2003;34,48;;;;
30/07/2003;34,43;;;;
31/07/2003;34,26;;;;
01/08/2003;34,89;;;;
04/08/2003;35,61;;;;
05/08/2003;34,76;;;;
06/08/2003;34,94;;;;
07/08/2003;34,69;;;;
08/08/2003;34,78;;;;
11/08/2003;35,03;;;;
12/08/2003;36,09;;;;
13/08/2003;36,43;;;;
14/08/2003;36,08;;;;
15/08/2003;35,72;;;;
18/08/2003;37,33;;;;
19/08/2003;36,78;;;;
20/08/2003;37,5;;;;
21/08/2003;37,92;;;;
22/08/2003;38,14;;;;
25/08/2003;38,21;;;;
26/08/2003;38,28;;;;
27/08/2003;38,08;;;;
28/08/2003;38,09;;;;
29/08/2003;38,27;;;;
01/09/2003;38,17;;;;
02/09/2003;37,85;;;;
03/09/2003;38,04;;;;
04/09/2003;38,42;;;;
05/09/2003;38,25;;;;
08/09/2003;38,19;;;;
09/09/2003;38,32;;;;
10/09/2003;38,19;;;;
11/09/2003;38,9;;;;
12/09/2003;39,18;;;;
15/09/2003;39,01;;;;
16/09/2003;38,76;;;;
17/09/2003;39,31;;;;
18/09/2003;39,5;;;;
19/09/2003;40,38;;;;
22/09/2003;41,08;;;;
23/09/2003;41,7;;;;
24/09/2003;41,7;;;;
25/09/2003;41,86;;;;
26/09/2003;42,05;;;;
29/09/2003;42,89;;;;
30/09/2003;42,96;;;;
01/10/2003;43,3;;;;
02/10/2003;43,48;;;;
03/10/2003;43,04;;;;
06/10/2003;42,71;;;;
07/10/2003;42,77;;;;
08/10/2003;42,69;;;;
09/10/2003;42,71;;;;
10/10/2003;44,49;;;;
13/10/2003;45,09;;;;
14/10/2003;45,1;;;;
15/10/2003;44,85;;;;
16/10/2003;45,09;;;;
17/10/2003;45,55;;;;
20/10/2003;46,43;;;;
21/10/2003;46,39;;;;
22/10/2003;47,02;;;;
23/10/2003;47,9;;;;
24/10/2003;48,22;;;;
27/10/2003;49,24;;;;
28/10/2003;49,09;;;;
29/10/2003;49,58;;;;
30/10/2003;49,85;;;;
31/10/2003;49,31;;;;
03/11/2003;49,52;;;;
04/11/2003;49,16;;;;
05/11/2003;48,5;;;;
06/11/2003;48,76;;;;
07/11/2003;48,71;;;;
10/11/2003;48,2;;;;
11/11/2003;48,85;;;;
12/11/2003;49,95;;;;
13/11/2003;49,46;;;;
14/11/2003;49,54;;;;
17/11/2003;49,61;;;;
18/11/2003;48,81;;;;
19/11/2003;47,57;;;;
20/11/2003;47,12;;;;
21/11/2003;47,01;;;;
24/11/2003;46,2;;;;
25/11/2003;45,8;;;;
26/11/2003;46,22;;;;
27/11/2003;46,2;;;;
28/11/2003;46,75;;;;
01/12/2003;46,69;;;;
02/12/2003;46,98;;;;
03/12/2003;47;;;;
04/12/2003;47,15;;;;
05/12/2003;46,57;;;;
08/12/2003;46,65;;;;
09/12/2003;46,99;;;;
10/12/2003;46,94;;;;
11/12/2003;46,85;;;;
12/12/2003;46,66;;;;
15/12/2003;46,52;;;;
16/12/2003;46,14;;;;
17/12/2003;46,03;;;;
18/12/2003;46,14;;;;
19/12/2003;45,93;;;;
22/12/2003;45,86;;;;
23/12/2003;45,66;;;;
29/12/2003;46,03;;;;
30/12/2003;46,31;;;;
05/01/2004;46,46;;;;
06/01/2004;46,56;;;;
07/01/2004;46,49;;;;
08/01/2004;46,11;;;;
09/01/2004;45,74;;;;
12/01/2004;46,72;;;;
13/01/2004;46,48;;;;
14/01/2004;46,53;;;;
15/01/2004;46,17;;;;
16/01/2004;46,24;;;;
19/01/2004;46,29;;;;
20/01/2004;46,46;;;;
21/01/2004;46,7;;;;
22/01/2004;46,53;;;;
23/01/2004;46,34;;;;
26/01/2004;46,38;;;;
27/01/2004;46,28;;;;
28/01/2004;46,05;;;;
29/01/2004;45,43;;;;
30/01/2004;45,77;;;;
02/02/2004;45,49;;;;
03/02/2004;44,8;;;;
04/02/2004;44,93;;;;
05/02/2004;45,02;;;;
06/02/2004;45,53;;;;
09/02/2004;45,35;;;;
10/02/2004;45,25;;;;
11/02/2004;45,3;;;;
12/02/2004;45,1;;;;
13/02/2004;44,41;;;;
16/02/2004;44,08;;;;
17/02/2004;44,6;;;;
18/02/2004;44,87;;;;
19/02/2004;45,26;;;;
20/02/2004;45,7;;;;
25/02/2004;46,29;;;;
26/02/2004;46,07;;;;
27/02/2004;46,15;;;;
01/03/2004;46,93;;;;
02/03/2004;47,8;;;;
03/03/2004;47,85;;;;
04/03/2004;48,17;;;;
05/03/2004;48,39;;;;
08/03/2004;47,84;;;;
09/03/2004;48,45;;;;
10/03/2004;48,85;;;;
11/03/2004;48,85;;;;
12/03/2004;49,64;;;;
15/03/2004;50,51;;;;
16/03/2004;51,54;;;;
17/03/2004;52,49;;;;
18/03/2004;53,41;;;;
19/03/2004;54,18;;;;
22/03/2004;55,3;;;;
23/03/2004;54,84;;;;
24/03/2004;54,9;;;;
25/03/2004;54,54;;;;
26/03/2004;54,58;;;;
29/03/2004;52,85;;;;
30/03/2004;52,33;;;;
31/03/2004;51,26;;;;
01/04/2004;51,63;;;;
02/04/2004;53,04;;;;
05/04/2004;53,37;;;;
06/04/2004;52,62;;;;
07/04/2004;52,49;;;;
08/04/2004;52,42;;;;
12/04/2004;50,82;;;;
13/04/2004;50,75;;;;
14/04/2004;51,26;;;;
15/04/2004;51,07;;;;
16/04/2004;50,17;;;;
19/04/2004;50,89;;;;
20/04/2004;50,62;;;;
22/04/2004;50,62;;;;
23/04/2004;51,41;;;;
26/04/2004;51,48;;;;
27/04/2004;52,54;;;;
28/04/2004;52,56;;;;
29/04/2004;52,93;;;;
30/04/2004;53,53;;;;
03/05/2004;53,78;;;;
04/05/2004;53,84;;;;
05/05/2004;53,36;;;;
06/05/2004;53,08;;;;
07/05/2004;53,47;;;;
10/05/2004;53,79;;;;
11/05/2004;53,97;;;;
12/05/2004;53,07;;;;
13/05/2004;51,75;;;;
14/05/2004;50,21;;;;
17/05/2004;48,01;;;;
18/05/2004;46,9;;;;
19/05/2004;46,85;;;;
20/05/2004;47,11;;;;
21/05/2004;46,54;;;;
24/05/2004;45,78;;;;
25/05/2004;45,94;;;;
26/05/2004;46,27;;;;
27/05/2004;45,01;;;;
28/05/2004;42,25;;;;
31/05/2004;42,37;;;;
01/06/2004;44,49;;;;
02/06/2004;44,76;;;;
03/06/2004;43,14;;;;
04/06/2004;43,28;;;;
07/06/2004;43,24;;;;
08/06/2004;44,53;;;;
09/06/2004;44,6;;;;
11/06/2004;44,56;;;;
14/06/2004;45,6;;;;
15/06/2004;46,5;;;;
16/06/2004;45,42;;;;
17/06/2004;45,06;;;;
18/06/2004;45,29;;;;
21/06/2004;45,38;;;;
22/06/2004;45,79;;;;
23/06/2004;46,65;;;;
24/06/2004;46,35;;;;
25/06/2004;46,31;;;;
28/06/2004;45,5;;;;
29/06/2004;45,14;;;;
30/06/2004;44,2;;;;
01/07/2004;44,21;;;;
02/07/2004;44,31;;;;
05/07/2004;44,26;;;;
06/07/2004;44,38;;;;
07/07/2004;44,55;;;;
08/07/2004;43,75;;;;
09/07/2004;42,62;;;;
12/07/2004;42,16;;;;
13/07/2004;40,23;;;;
14/07/2004;39,68;;;;
15/07/2004;39,22;;;;
16/07/2004;37,82;;;;
19/07/2004;37,34;;;;
20/07/2004;37,66;;;;
21/07/2004;38,44;;;;
22/07/2004;37,93;;;;
23/07/2004;37,88;;;;
26/07/2004;38,28;;;;
27/07/2004;39,92;;;;
28/07/2004;39,17;;;;
29/07/2004;38,41;;;;
30/07/2004;37,41;;;;
02/08/2004;36,59;;;;
03/08/2004;37;;;;
04/08/2004;37,61;;;;
05/08/2004;38,08;;;;
06/08/2004;37,91;;;;
09/08/2004;38,01;;;;
10/08/2004;37,55;;;;
11/08/2004;37,72;;;;
12/08/2004;38,69;;;;
13/08/2004;38,99;;;;
16/08/2004;38,46;;;;
17/08/2004;38,95;;;;
18/08/2004;39,78;;;;
19/08/2004;39,74;;;;
20/08/2004;39,46;;;;
23/08/2004;40,43;;;;
24/08/2004;40,79;;;;
25/08/2004;41,14;;;;
26/08/2004;41,16;;;;
27/08/2004;41,04;;;;
30/08/2004;40,82;;;;
31/08/2004;40,99;;;;
01/09/2004;41,04;;;;
02/09/2004;40,47;;;;
03/09/2004;40,18;;;;
06/09/2004;40,33;;;;
08/09/2004;38,98;;;;
09/09/2004;38,17;;;;
10/09/2004;38,61;;;;
13/09/2004;38;;;;
14/09/2004;38,28;;;;
15/09/2004;38,27;;;;
16/09/2004;38,6;;;;
17/09/2004;37,86;;;;
20/09/2004;37,64;;;;
21/09/2004;37,17;;;;
22/09/2004;36,6;;;;
23/09/2004;36,37;;;;
24/09/2004;35,8;;;;
27/09/2004;35,76;;;;
28/09/2004;35,54;;;;
29/09/2004;35,26;;;;
30/09/2004;35,36;;;;
01/10/2004;35,36;;;;
04/10/2004;34,71;;;;
05/10/2004;34,04;;;;
06/10/2004;34,28;;;;
07/10/2004;34,6;;;;
08/10/2004;34,38;;;;
11/10/2004;34,51;;;;
13/10/2004;33,39;;;;
14/10/2004;33,66;;;;
15/10/2004;33,97;;;;
18/10/2004;33,99;;;;
19/10/2004;34,27;;;;
20/10/2004;34,53;;;;
21/10/2004;34,74;;;;
22/10/2004;34,88;;;;
25/10/2004;34,88;;;;
26/10/2004;35,07;;;;
27/10/2004;34,89;;;;
28/10/2004;34,69;;;;
29/10/2004;34,47;;;;
01/11/2004;34,21;;;;
03/11/2004;34;;;;
04/11/2004;33,55;;;;
05/11/2004;33,38;;;;
08/11/2004;33,33;;;;
09/11/2004;33,57;;;;
10/11/2004;33,83;;;;
11/11/2004;33,87;;;;
12/11/2004;33,57;;;;
16/11/2004;33,77;;;;
17/11/2004;34,1;;;;
18/11/2004;34,28;;;;
19/11/2004;34,15;;;;
22/11/2004;33,95;;;;
23/11/2004;33,93;;;;
24/11/2004;33,9;;;;
25/11/2004;33,95;;;;
26/11/2004;33,61;;;;
29/11/2004;33,12;;;;
30/11/2004;33;;;;
01/12/2004;32,71;;;;
02/12/2004;32,44;;;;
03/12/2004;32,38;;;;
06/12/2004;32,29;;;;
07/12/2004;32,49;;;;
08/12/2004;32,52;;;;
09/12/2004;32,34;;;;
10/12/2004;32,46;;;;
13/12/2004;32,69;;;;
14/12/2004;32,91;;;;
15/12/2004;32,9;;;;
16/12/2004;32,74;;;;
17/12/2004;32,86;;;;
20/12/2004;32,94;;;;
21/12/2004;32,76;;;;
22/12/2004;32,28;;;;
23/12/2004;32,61;;;;
27/12/2004;32,72;;;;
28/12/2004;32,71;;;;
29/12/2004;32,76;;;;
30/12/2004;32,76;;;;
03/01/2005;32,43;;;;
04/01/2005;32,47;;;;
05/01/2005;32,63;;;;
06/01/2005;32,74;;;;
07/01/2005;32,83;;;;
10/01/2005;33,26;;;;
11/01/2005;33,42;;;;
12/01/2005;33,48;;;;
13/01/2005;33,29;;;;
14/01/2005;33,27;;;;
17/01/2005;32,76;;;;
18/01/2005;32,9;;;;
19/01/2005;32,95;;;;
20/01/2005;33,11;;;;
21/01/2005;32,88;;;;
24/01/2005;33,08;;;;
25/01/2005;32,86;;;;
26/01/2005;33,01;;;;
27/01/2005;32,7;;;;
