data,last,max,min,var,price_br,price_us
2015-01-19,4.453,4.453,4.453,-5.26,58.75,22.17
2015-01-16,4.7,4.7,4.7,0.06,58.46,22.3
2015-01-15,4.697,4.697,4.697,-0.06,59.1,22.44
2015-01-14,4.7,4.7,4.7,-0.02,59.47,22.7
2015-01-13,4.701,4.701,4.701,-0.34,60.83,23.1
2015-12-01,4.717,4.717,4.717,0.02,60.89,22.82
2015-09-01,4.716,4.716,4.716,0.15,61.56,23.33
2015-08-01,4.709,4.709,4.709,0.49,62.1,23.28
2015-07-01,4.686,4.686,4.686,-0.45,62.02,22.91
2015-06-01,4.707,4.707,4.707,0.21,62.29,23.09
2015-05-01,4.697,4.697,4.697,0.69,62.3,22.94
2014-12-30,4.659,4.659,4.659,0.09,62.04,23.37
2014-12-29,4.655,4.655,4.655,0.24,62.3,23.04
2014-12-26,4.644,4.644,4.644,0.89,62.31,23.28
2014-12-23,4.587,4.587,4.587,-0.07,62.45,23.07
2014-12-22,4.59,4.59,4.59,-0.76,62.29,23.4
2014-12-19,4.625,4.625,4.625,0.02,62.21,23.42
2014-12-18,4.624,4.624,4.624,0.11,62.56,23.57
2014-12-17,4.619,4.619,4.619,-0.11,62.64,23.18
2014-12-16,4.624,4.624,4.624,-0.32,63.1,23.02
2014-12-15,4.639,4.639,4.639,0.32,62.68,23.33
2014-12-12,4.624,4.624,4.624,-0.32,62.99,23.69
2014-11-12,4.639,4.639,4.639,0.0,62.87,23.72
2014-10-12,4.639,4.639,4.639,0.15,62.8,24.04
2014-09-12,4.632,4.632,4.632,-0.22,62.4,24.05
2014-08-12,4.642,4.642,4.642,0.15,62.14,23.8
2014-05-12,4.635,4.635,4.635,0.52,62.07,23.91
2014-04-12,4.611,4.611,4.611,0.46,61.83,23.91
2014-03-12,4.59,4.59,4.59,0.5,62.03,24.28
2014-02-12,4.567,4.567,4.567,0.29,62.65,24.34
2014-01-12,4.554,4.554,4.554,0.26,62.06,24.31
2014-11-28,4.542,4.542,4.542,0.18,63.14,24.6
2014-11-27,4.534,4.534,4.534,0.51,62.47,24.8
2014-11-26,4.511,4.511,4.511,0.65,62.73,25.04
2014-11-25,4.482,4.482,4.482,-0.13,62.39,24.58
2014-11-24,4.488,4.488,4.488,-0.88,62.31,24.43
2014-11-21,4.528,4.528,4.528,0.24,62.37,24.81
2014-11-20,4.517,4.517,4.517,-0.09,61.65,23.97
2014-11-19,4.521,4.521,4.521,0.04,62.32,24.15
2014-11-18,4.519,4.519,4.519,-0.02,63.17,24.4
2014-11-17,4.52,4.52,4.52,0.11,63.82,24.53
2014-11-14,4.515,4.515,4.515,0.0,64.54,24.88
2014-11-13,4.515,4.515,4.515,0.0,64.81,24.96
2014-12-11,4.515,4.515,4.515,0.0,63.91,24.96
2014-11-11,4.515,4.515,4.515,0.0,63.45,24.75
2014-10-11,4.515,4.515,4.515,0.0,63.45,24.83
2014-07-11,4.515,4.515,4.515,0.0,63.46,24.73
2014-06-11,4.515,4.515,4.515,0.0,62.69,24.58
2014-05-11,4.515,4.515,4.515,0.0,62.46,24.86
2014-04-11,4.515,4.515,4.515,0.0,62.54,24.93
2014-03-11,4.515,4.515,4.515,0.96,62.47,24.96
2014-10-31,4.472,4.472,4.472,3.16,61.45,24.86
2014-10-30,4.335,4.335,4.335,-1.48,61.92,25.66
2014-10-29,4.4,4.4,4.4,0.0,62.02,25.16
2014-10-28,4.4,4.4,4.4,0.46,62.15,25.14
2014-10-27,4.38,4.38,4.38,1.48,61.23,24.24
2014-10-24,4.316,4.316,4.316,0.0,60.98,24.76
2014-10-23,4.316,4.316,4.316,0.14,60.67,24.18
2014-10-22,4.31,4.31,4.31,0.21,60.29,24.23
2014-10-21,4.301,4.301,4.301,0.0,59.52,24.06
2014-10-20,4.301,4.301,4.301,-0.21,59.04,23.98
2014-10-17,4.31,4.31,4.31,0.0,59.09,24.26
2014-10-16,4.31,4.31,4.31,0.0,59.37,24.04
2014-10-15,4.31,4.31,4.31,0.02,59.21,24.29
2014-10-14,4.309,4.309,4.309,0.0,58.72,24.45
2014-10-13,4.309,4.309,4.309,-2.86,57.85,24.22
2014-10-10,4.436,4.436,4.436,-1.42,58.13,24.04
2014-09-10,4.5,4.5,4.5,-0.22,57.92,24.25
2014-08-10,4.51,4.51,4.51,-0.86,58.21,24.45
2014-09-30,4.549,4.549,4.549,-1.07,59.24,24.18
2014-09-29,4.598,4.598,4.598,0.94,58.48,23.86
2014-09-26,4.555,4.555,4.555,0.42,58.51,24.24
2014-09-25,4.536,4.536,4.536,-0.31,58.59,24.11
2014-09-24,4.55,4.55,4.55,-0.18,58.7,24.61
2014-09-23,4.558,4.558,4.558,-0.07,58.35,24.23
2014-09-22,4.561,4.561,4.561,-0.07,58.28,24.34
2014-09-19,4.564,4.564,4.564,-0.63,58.78,24.72
2014-09-18,4.593,4.593,4.593,0.17,58.33,24.66
2014-09-17,4.585,4.585,4.585,-0.48,58.2,24.71
2014-09-16,4.607,4.607,4.607,2.11,58.33,25.04
2014-09-15,4.512,4.512,4.512,-0.18,57.9,24.72
2014-12-09,4.52,4.52,4.52,0.0,57.9,24.77
2014-11-09,4.52,4.52,4.52,0.0,57.69,25.17
2014-10-09,4.52,4.52,4.52,0.0,58.69,25.63
2014-09-09,4.52,4.52,4.52,-0.68,58.69,25.65
2014-05-09,4.551,4.551,4.551,0.02,59.35,26.46
2014-04-09,4.55,4.55,4.55,-0.2,58.96,26.27
2014-03-09,4.559,4.559,4.559,1.65,60.81,27.21
2014-02-09,4.485,4.485,4.485,0.34,61.71,27.5
2014-01-09,4.47,4.47,4.47,-0.42,62.02,27.66
2014-08-29,4.489,4.489,4.489,0.27,62.33,27.8
2014-08-28,4.477,4.477,4.477,-0.58,62.76,27.98
2014-08-27,4.503,4.503,4.503,0.29,62.95,27.94
2014-08-26,4.49,4.49,4.49,0.72,63.21,27.89
2014-08-25,4.458,4.458,4.458,0.07,63.89,27.95
2014-08-22,4.455,4.455,4.455,0.27,64.25,28.18
2014-08-21,4.443,4.443,4.443,-0.22,63.73,28.12
2014-08-20,4.453,4.453,4.453,-0.09,63.77,28.21
2014-08-19,4.457,4.457,4.457,-0.65,63.2,28.08
2014-08-18,4.486,4.486,4.486,-0.33,63.56,28.15
2014-08-15,4.501,4.501,4.501,-0.38,63.59,28.09
2014-08-14,4.518,4.518,4.518,0.51,63.21,27.83
2014-08-13,4.495,4.495,4.495,0.72,63.18,27.69
2014-12-08,4.463,4.463,4.463,-0.09,63.37,27.81
2014-11-08,4.467,4.467,4.467,0.38,64.14,28.21
2014-08-08,4.45,4.45,4.45,0.02,63.92,27.97
2014-07-08,4.449,4.449,4.449,-0.25,63.49,27.64
2014-06-08,4.46,4.46,4.46,-0.22,63.61,27.98
2014-05-08,4.47,4.47,4.47,-0.02,62.98,27.56
2014-04-08,4.471,4.471,4.471,0.52,63.41,28.07
2014-01-08,4.448,4.448,4.448,0.0,63.93,28.27
2014-07-31,4.448,4.448,4.448,0.25,63.89,28.14
2014-07-30,4.437,4.437,4.437,-0.27,63.79,28.38
2014-07-29,4.449,4.449,4.449,0.18,63.95,28.68
2014-07-28,4.441,4.441,4.441,1.02,63.74,28.67
2014-07-25,4.396,4.396,4.396,-0.11,63.02,28.29
2014-07-24,4.401,4.401,4.401,-0.02,63.19,28.46
2014-07-23,4.402,4.402,4.402,0.11,62.21,28.02
2014-07-22,4.397,4.397,4.397,1.36,61.83,27.97
2014-07-21,4.338,4.338,4.338,0.98,61.94,27.87
2014-07-18,4.296,4.296,4.296,-0.05,62.02,27.81
2014-07-17,4.298,4.298,4.298,-0.12,62.76,27.89
2014-07-16,4.303,4.303,4.303,0.12,62.13,27.96
2014-07-15,4.298,4.298,4.298,-6.01,61.82,27.82
2014-07-14,4.573,4.573,4.573,0.0,62.73,28.35
2014-11-07,4.573,4.573,4.573,0.0,63.66,28.65
2014-10-07,4.573,4.573,4.573,0.0,64.63,29.1
2014-09-07,4.573,4.573,4.573,0.0,64.74,29.2
2014-08-07,4.573,4.573,4.573,0.0,64.84,29.29
2014-07-07,4.573,4.573,4.573,0.0,64.9,29.17
2014-04-07,4.573,4.573,4.573,0.0,66.29,29.93
2014-03-07,4.573,4.573,4.573,0.0,65.82,29.73
2014-02-07,4.573,4.573,4.573,0.0,66.35,29.83
2014-01-07,4.573,4.573,4.573,0.0,65.23,29.58
2014-06-30,4.573,4.573,4.573,-0.59,66.33,29.99
2014-06-27,4.6,4.6,4.6,1.14,67.52,30.72
2014-06-26,4.548,4.548,4.548,-0.48,67.38,30.66
2014-06-25,4.57,4.57,4.57,-0.17,67.02,30.38
2014-06-24,4.578,4.578,4.578,-1.53,66.84,30.03
2014-06-23,4.649,4.649,4.649,0.85,67.06,30.23
2014-06-20,4.61,4.61,4.61,-0.56,66.97,30.02
2014-06-18,4.578,4.578,4.578,0.0,66.65,29.89
2014-06-17,4.578,4.578,4.578,0.18,66.54,29.5
2014-06-16,4.57,4.57,4.57,0.0,66.82,29.88
2014-06-13,4.57,4.57,4.57,0.0,66.84,29.97
2014-12-06,4.57,4.57,4.57,0.0,67.52,30.24
2014-11-06,4.57,4.57,4.57,0.0,67.59,30.23
2014-10-06,4.57,4.57,4.57,0.0,67.69,30.39
2014-09-06,4.57,4.57,4.57,0.0,67.38,30.23
2014-06-06,4.57,4.57,4.57,-0.24,68.31,30.39
2014-05-06,4.581,4.581,4.581,0.0,69.02,30.48
2014-04-06,4.581,4.581,4.581,-0.2,69.3,30.34
2014-03-06,4.59,4.59,4.59,-1.14,68.95,30.26
2014-05-30,4.643,4.643,4.643,0.0,68.48,30.57
2014-05-29,4.643,4.643,4.643,-0.81,68.51,30.8
2014-05-28,4.681,4.681,4.681,3.29,68.69,30.76
2014-05-27,4.532,4.532,4.532,-1.35,68.58,30.6
2014-05-26,4.594,4.594,4.594,-0.61,68.93,31.0
2014-05-23,4.622,4.622,4.622,-1.64,68.8,30.93
2014-05-22,4.699,4.699,4.699,0.0,69.2,31.23
2014-05-21,4.699,4.699,4.699,0.0,68.27,30.91
2014-05-20,4.699,4.699,4.699,1.51,68.38,30.83
2014-05-19,4.629,4.629,4.629,-3.08,67.41,30.53
2014-05-16,4.776,4.776,4.776,0.34,67.28,30.4
2014-05-15,4.76,4.76,4.76,0.0,67.62,30.43
2014-05-14,4.76,4.76,4.76,0.0,67.43,30.55
2014-05-13,4.76,4.76,4.76,-0.56,67.3,30.39
2014-12-05,4.787,4.787,4.787,-0.15,67.42,30.38
2014-09-05,4.794,4.794,4.794,-0.02,67.53,30.46
2014-08-05,4.795,4.795,4.795,0.86,67.29,30.43
2014-07-05,4.754,4.754,4.754,0.06,66.56,29.98
2014-06-05,4.751,4.751,4.751,-0.96,66.39,29.81
2014-05-05,4.797,4.797,4.797,-0.99,66.92,29.78
2014-04-30,4.845,4.845,4.845,0.12,69.11,30.94
2014-04-29,4.839,4.839,4.839,0.48,69.29,31.03
2014-04-28,4.816,4.816,4.816,0.99,68.9,30.94
2014-04-25,4.769,4.769,4.769,0.23,67.81,30.24
2014-04-24,4.758,4.758,4.758,0.02,66.83,30.14
2014-04-23,4.757,4.757,4.757,0.02,67.47,30.35
2014-04-22,4.756,4.756,4.756,-0.08,68.15,30.4
2014-04-17,4.763,4.763,4.763,0.15,68.84,30.73
2014-04-16,4.756,4.756,4.756,0.06,69.27,30.91
2014-04-15,4.753,4.753,4.753,0.15,68.16,30.47
2014-04-14,4.746,4.746,4.746,0.04,66.32,29.91
2014-11-04,4.744,4.744,4.744,0.08,66.39,29.91
2014-10-04,4.74,4.74,4.74,-0.15,66.8,30.35
2014-09-04,4.747,4.747,4.747,0.0,67.34,30.63
2014-08-04,4.747,4.747,4.747,0.06,66.46,30.14
2014-04-04,4.744,4.744,4.744,0.11,67.81,30.22
2014-03-04,4.739,4.739,4.739,-0.15,68.66,30.07
2014-02-04,4.746,4.746,4.746,-0.06,68.36,30.09
2014-01-04,4.749,4.749,4.749,0.23,68.34,30.16
2014-03-31,4.738,4.738,4.738,0.0,67.24,29.66
2014-03-28,4.738,4.738,4.738,0.11,66.57,29.43
2014-03-27,4.733,4.733,4.733,-0.02,67.18,29.64
2014-03-26,4.734,4.734,4.734,-0.17,67.58,29.26
2014-03-25,4.742,4.742,4.742,0.15,67.52,29.27
2014-03-24,4.735,4.735,4.735,-0.04,68.14,29.36
2014-03-21,4.737,4.737,4.737,0.13,68.64,29.54
2014-03-20,4.731,4.731,4.731,-0.27,69.91,30.0
2014-03-19,4.744,4.744,4.744,0.15,69.18,29.41
2014-03-18,4.737,4.737,4.737,0.04,69.05,29.5
2014-03-17,4.735,4.735,4.735,-3.19,68.5,29.16
2014-03-14,4.891,4.891,4.891,0.0,68.74,29.24
2014-03-13,4.891,4.891,4.891,0.0,68.95,29.15
2014-12-03,4.891,4.891,4.891,0.0,68.92,29.2
2014-11-03,4.891,4.891,4.891,0.0,69.89,29.58
2014-10-03,4.891,4.891,4.891,0.0,70.65,30.04
2014-07-03,4.891,4.891,4.891,0.0,70.87,30.17
2014-06-03,4.891,4.891,4.891,0.0,69.49,29.98
2014-05-03,4.891,4.891,4.891,0.0,69.77,30.1
2014-02-28,4.891,4.891,4.891,0.0,69.19,29.54
2014-02-27,4.891,4.891,4.891,1.9,69.73,30.03
2014-02-26,4.8,4.8,4.8,0.19,69.11,29.36
2014-02-25,4.791,4.791,4.791,0.42,68.41,29.25
2014-02-24,4.771,4.771,4.771,0.32,68.53,29.24
2014-02-21,4.756,4.756,4.756,0.0,68.34,29.01
2014-02-20,4.756,4.756,4.756,1.84,68.45,28.83
2014-02-19,4.67,4.67,4.67,-0.53,68.39,28.59
2014-02-18,4.695,4.695,4.695,-1.43,68.16,28.48
2014-02-17,4.763,4.763,4.763,0.8,67.47,28.27
2014-02-14,4.725,4.725,4.725,0.0,67.76,28.42
2014-02-13,4.725,4.725,4.725,0.0,66.49,27.63
2014-12-02,4.725,4.725,4.725,0.0,65.71,27.12
2014-11-02,4.725,4.725,4.725,0.0,65.52,27.27
2014-10-02,4.725,4.725,4.725,0.83,64.99,27.0
2014-07-02,4.686,4.686,4.686,1.01,64.51,27.12
2014-01-30,4.639,4.639,4.639,0.0,64.5,26.7
2014-01-29,4.639,4.639,4.639,0.19,64.31,26.4
2014-01-28,4.63,4.63,4.63,0.0,64.81,26.7
2014-01-27,4.63,4.63,4.63,-0.43,65.1,26.88
2014-01-24,4.65,4.65,4.65,0.0,65.02,27.13
2014-01-23,4.65,4.65,4.65,0.78,65.04,27.1
2014-01-22,4.614,4.614,4.614,-0.94,65.07,27.47
2014-01-21,4.658,4.658,4.658,2.1,66.55,28.17
2014-01-20,4.562,4.562,4.562,-1.21,67.58,28.89
2014-01-17,4.618,4.618,4.618,0.5,67.46,28.72
2014-01-16,4.595,4.595,4.595,3.84,67.77,28.68
2014-01-15,4.425,4.425,4.425,0.0,67.6,28.69
2014-01-14,4.425,4.425,4.425,0.0,67.78,28.77
2014-01-13,4.425,4.425,4.425,0.0,67.59,28.7
2014-10-01,4.425,4.425,4.425,0.0,68.64,29.02
2014-09-01,4.425,4.425,4.425,0.0,68.97,28.78
2014-08-01,4.425,4.425,4.425,0.0,70.14,29.35
2014-07-01,4.425,4.425,4.425,0.0,70.31,29.6
2014-06-01,4.425,4.425,4.425,0.0,71.38,30.03
2014-03-01,4.425,4.425,4.425,0.0,71.42,30.06
2014-02-01,4.425,4.425,4.425,0.11,72.18,30.19
2013-12-30,4.388,4.388,4.388,-0.43,72.42,30.74
2013-12-27,4.407,4.407,4.407,-0.27,72.59,30.99
2013-12-26,4.419,4.419,4.419,-0.29,72.72,30.81
2013-12-23,4.433,4.433,4.433,-0.11,72.87,30.86
2013-12-20,4.438,4.438,4.438,-0.05,72.83,30.59
2013-12-19,4.44,4.44,4.44,0.07,72.96,31.04
2013-12-18,4.437,4.437,4.437,0.02,73.42,31.33
2013-12-17,4.436,4.436,4.436,-0.11,73.04,31.47
2013-12-16,4.441,4.441,4.441,0.14,73.56,31.58
2013-12-13,4.435,4.435,4.435,0.0,73.28,31.38
2013-12-12,4.435,4.435,4.435,0.05,74.17,31.66
2013-11-12,4.433,4.433,4.433,0.0,74.32,31.73
2013-10-12,4.433,4.433,4.433,0.32,74.59,32.32
2013-09-12,4.419,4.419,4.419,0.57,74.97,32.31
2013-06-12,4.394,4.394,4.394,-0.05,75.44,32.35
2013-05-12,4.396,4.396,4.396,0.57,76.09,32.2
2013-04-12,4.371,4.371,4.371,0.76,76.27,31.93
2013-03-12,4.338,4.338,4.338,0.37,75.43,31.73
2013-02-12,4.322,4.322,4.322,0.54,75.89,32.18
2013-11-29,4.299,4.299,4.299,-0.14,75.63,32.38
2013-11-28,4.305,4.305,4.305,-0.62,75.38,32.51
2013-11-27,4.332,4.332,4.332,0.05,75.53,32.58
2013-11-26,4.33,4.33,4.33,-0.21,75.05,32.69
2013-11-25,4.339,4.339,4.339,-0.32,74.99,32.83
2013-11-22,4.353,4.353,4.353,-0.32,73.82,32.3
2013-11-21,4.367,4.367,4.367,-0.66,73.36,31.8
2013-11-20,4.396,4.396,4.396,-0.79,73.03,32.06
2013-11-19,4.431,4.431,4.431,-0.25,73.28,32.2
2013-11-18,4.442,4.442,4.442,0.02,73.32,32.33
2013-11-14,4.445,4.445,4.445,0.59,74.96,32.31
2013-11-13,4.419,4.419,4.419,-0.7,75.19,32.21
2013-12-11,4.45,4.45,4.45,0.0,74.48,31.91
2013-11-11,4.45,4.45,4.45,0.0,74.01,31.7
2013-08-11,4.45,4.45,4.45,0.0,73.81,31.88
2013-07-11,4.45,4.45,4.45,0.0,73.51,31.88
2013-06-11,4.45,4.45,4.45,-0.2,72.92,31.95
2013-05-11,4.459,4.459,4.459,0.2,72.68,31.71
2013-04-11,4.45,4.45,4.45,-3.13,73.04,32.52
2013-01-11,4.594,4.594,4.594,6.0,73.06,32.41
2013-10-31,4.334,4.334,4.334,-1.43,73.29,32.85
2013-10-30,4.397,4.397,4.397,0.0,72.36,32.93
2013-10-29,4.397,4.397,4.397,-1.43,72.45,33.22
2013-10-28,4.461,4.461,4.461,-0.49,73.1,33.5
2013-10-25,4.483,4.483,4.483,0.11,73.47,33.57
2013-10-24,4.478,4.478,4.478,-0.82,73.65,33.42
2013-10-23,4.515,4.515,4.515,0.07,72.96,33.33
2013-10-22,4.512,4.512,4.512,-0.79,72.48,33.34
2013-10-21,4.548,4.548,4.548,-0.11,72.14,33.12
2013-10-18,4.553,4.553,4.553,-0.15,72.28,33.25
2013-10-17,4.56,4.56,4.56,-0.57,72.99,33.76
2013-10-16,4.586,4.586,4.586,-0.13,72.69,33.41
2013-10-15,4.592,4.592,4.592,-0.61,72.83,33.35
2013-10-14,4.62,4.62,4.62,-0.11,73.39,33.74
2013-11-10,4.625,4.625,4.625,0.52,73.29,33.65
2013-10-10,4.601,4.601,4.601,0.81,73.03,33.51
2013-09-10,4.564,4.564,4.564,0.04,73.38,33.26
2013-08-10,4.562,4.562,4.562,0.31,72.79,33.0
2013-09-30,4.548,4.548,4.548,-0.04,70.64,31.88
2013-09-27,4.55,4.55,4.55,0.86,70.88,31.38
2013-09-26,4.511,4.511,4.511,0.13,70.71,31.48
2013-09-25,4.505,4.505,4.505,0.11,69.7,31.3
2013-09-24,4.5,4.5,4.5,0.58,69.54,31.65
2013-09-23,4.474,4.474,4.474,-0.4,68.95,31.34
2013-09-18,4.492,4.492,4.492,0.47,70.57,32.19
2013-09-17,4.471,4.471,4.471,-0.2,70.75,31.32
2013-09-16,4.48,4.48,4.48,2.92,71.33,31.33
2013-09-13,4.353,4.353,4.353,-1.0,73.41,32.18
2013-12-09,4.397,4.397,4.397,0.0,71.8,31.59
2013-11-09,4.397,4.397,4.397,0.0,70.81,31.15
2013-10-09,4.397,4.397,4.397,-0.02,70.26,30.74
2013-09-09,4.398,4.398,4.398,1.2,70.95,31.16
2013-06-09,4.346,4.346,4.346,0.0,70.75,30.67
2013-05-09,4.346,4.346,4.346,0.0,71.03,30.58
2013-04-09,4.346,4.346,4.346,0.0,71.43,30.32
2013-03-09,4.346,4.346,4.346,0.58,73.03,30.94
2013-02-09,4.321,4.321,4.321,-0.25,71.27,30.01
2013-08-30,4.332,4.332,4.332,-1.1,71.38,29.95
2013-08-29,4.38,4.38,4.38,-0.77,71.92,30.24
2013-08-28,4.414,4.414,4.414,-0.11,71.55,30.52
2013-08-27,4.419,4.419,4.419,-0.11,72.26,30.48
2013-08-26,4.424,4.424,4.424,0.66,71.84,30.08
2013-08-23,4.395,4.395,4.395,-0.63,69.74,29.6
2013-08-22,4.423,4.423,4.423,-1.29,69.89,28.67
2013-08-21,4.481,4.481,4.481,-1.06,69.58,28.56
2013-08-20,4.529,4.529,4.529,-0.61,68.46,28.6
2013-08-19,4.557,4.557,4.557,-0.39,68.47,28.36
2013-08-16,4.575,4.575,4.575,0.33,66.67,27.87
2013-08-15,4.56,4.56,4.56,-0.24,65.42,27.92
2013-08-14,4.571,4.571,4.571,-0.44,63.75,27.44
2013-08-13,4.591,4.591,4.591,0.81,63.34,27.43
2013-12-08,4.554,4.554,4.554,0.11,61.92,27.07
2013-09-08,4.549,4.549,4.549,0.57,61.52,27.08
2013-08-08,4.523,4.523,4.523,0.78,61.79,27.05
2013-07-08,4.488,4.488,4.488,-1.45,61.32,26.55
2013-06-08,4.554,4.554,4.554,-0.09,60.79,26.44
2013-05-08,4.558,4.558,4.558,-0.13,60.89,26.47
2013-02-08,4.564,4.564,4.564,-0.41,62.27,27.32
2013-01-08,4.583,4.583,4.583,-0.46,62.0,26.92
2013-07-31,4.604,4.604,4.604,0.81,62.68,27.52
2013-07-30,4.567,4.567,4.567,1.29,62.2,27.27
2013-07-29,4.509,4.509,4.509,-0.07,61.81,27.24
2013-07-26,4.512,4.512,4.512,-2.8,61.59,27.31
2013-07-25,4.642,4.642,4.642,-2.27,62.3,27.76
2013-07-24,4.75,4.75,4.75,-0.61,65.19,28.97
2013-07-23,4.779,4.779,4.779,0.1,66.45,29.88
2013-07-22,4.774,4.774,4.774,-0.04,66.89,29.92
2013-07-19,4.776,4.776,4.776,-0.19,66.31,29.61
2013-07-18,4.785,4.785,4.785,-0.13,65.62,29.45
2013-07-17,4.791,4.791,4.791,0.15,66.13,29.64
2013-07-16,4.784,4.784,4.784,0.23,66.16,29.31
2013-07-15,4.773,4.773,4.773,2.12,65.26,29.29
2013-12-07,4.674,4.674,4.674,0.09,65.94,29.08
2013-11-07,4.67,4.67,4.67,0.0,66.46,29.43
2013-10-07,4.67,4.67,4.67,0.0,66.5,29.3
2013-09-07,4.67,4.67,4.67,0.0,66.32,29.29
2013-08-07,4.67,4.67,4.67,0.0,65.84,29.16
2013-05-07,4.67,4.67,4.67,0.0,66.18,29.26
2013-04-07,4.67,4.67,4.67,-0.09,66.51,29.43
2013-03-07,4.674,4.674,4.674,0.0,66.73,29.41
2013-02-07,4.674,4.674,4.674,0.0,65.93,29.31
2013-01-07,4.674,4.674,4.674,-0.23,66.03,29.61
2013-06-28,4.685,4.685,4.685,0.15,65.96,29.57
2013-06-27,4.678,4.678,4.678,-0.64,65.68,29.92
2013-06-26,4.708,4.708,4.708,1.29,66.0,30.14
2013-06-25,4.648,4.648,4.648,0.82,66.67,30.17
2013-06-24,4.61,4.61,4.61,-1.75,66.54,29.88
2013-06-21,4.692,4.692,4.692,-0.36,67.0,29.86
2013-06-20,4.709,4.709,4.709,-0.53,66.79,29.57
2013-06-19,4.734,4.734,4.734,0.0,65.41,29.67
2013-06-18,4.734,4.734,4.734,0.21,65.47,30.07
2013-06-17,4.724,4.724,4.724,-0.9,64.59,29.74
2013-06-14,4.767,4.767,4.767,-0.29,64.5,30.09
2013-06-13,4.781,4.781,4.781,0.0,64.64,30.18
2013-07-06,4.781,4.781,4.781,-0.33,64.7,30.29
2013-06-06,4.797,4.797,4.797,-0.44,64.32,30.31
2013-05-06,4.818,4.818,4.818,-0.08,64.94,30.46
2013-04-06,4.822,4.822,4.822,0.04,64.27,30.08
2013-03-06,4.82,4.82,4.82,-0.19,63.99,30.07
2013-05-31,4.829,4.829,4.829,-0.23,63.18,29.43
2013-05-29,4.859,4.859,4.859,-0.29,61.95,29.36
2013-05-28,4.873,4.873,4.873,0.04,61.75,29.79
2013-05-27,4.871,4.871,4.871,0.08,60.94,29.64
2013-05-24,4.867,4.867,4.867,0.23,61.12,29.81
2013-05-23,4.856,4.856,4.856,0.21,61.95,30.28
2013-05-22,4.846,4.846,4.846,0.19,60.92,29.7
2013-05-21,4.837,4.837,4.837,-0.14,59.69,29.29
2013-05-20,4.844,4.844,4.844,0.62,59.33,29.1
2013-05-17,4.814,4.814,4.814,0.1,58.83,28.87
2013-05-16,4.809,4.809,4.809,1.39,57.94,28.54
2013-05-15,4.743,4.743,4.743,0.32,57.41,28.34
2013-05-14,4.728,4.728,4.728,-0.06,57.21,28.38
2013-05-13,4.731,4.731,4.731,-0.04,57.03,28.37
2013-10-05,4.733,4.733,4.733,-0.36,56.88,28.06
2013-09-05,4.75,4.75,4.75,-1.45,56.45,28.04
2013-08-05,4.82,4.82,4.82,0.0,56.24,28.05
2013-07-05,4.82,4.82,4.82,0.0,55.97,27.9
2013-06-05,4.82,4.82,4.82,0.0,55.88,27.73
2013-03-05,4.82,4.82,4.82,-1.39,56.23,27.95
2013-02-05,4.888,4.888,4.888,-0.69,55.98,27.83
2013-04-26,4.922,4.922,4.922,-0.91,55.84,27.93
2013-04-25,4.967,4.967,4.967,-0.66,55.58,27.68
2013-04-24,5.0,5.0,5.0,0.02,55.83,27.68
2013-04-23,4.999,4.999,4.999,-0.1,56.26,27.81
2013-04-22,5.004,5.004,5.004,-0.44,56.24,27.84
2013-04-19,5.026,5.026,5.026,-0.06,56.84,28.28
2013-04-18,5.029,5.029,5.029,0.02,56.89,28.19
2013-04-17,5.028,5.028,5.028,0.06,55.76,27.88
2013-04-16,5.025,5.025,5.025,-0.14,55.68,27.92
2013-04-15,5.032,5.032,5.032,0.04,55.39,27.77
2013-12-04,5.03,5.03,5.03,-0.14,55.47,28.16
2013-11-04,5.037,5.037,5.037,-0.08,54.98,27.81
2013-10-04,5.041,5.041,5.041,-0.12,55.02,27.81
2013-09-04,5.047,5.047,5.047,0.48,55.01,27.71
2013-08-04,5.023,5.023,5.023,0.42,54.93,27.6
2013-03-04,5.002,5.002,5.002,0.3,55.49,27.41
2013-02-04,4.987,4.987,4.987,-0.18,55.94,27.67
2013-01-04,4.996,4.996,4.996,0.0,56.58,28.01
2013-03-28,5.0,5.0,5.0,0.04,57.54,28.46
2013-03-27,4.998,4.998,4.998,0.16,58.06,28.91
2013-03-26,4.99,4.99,4.99,0.67,57.62,28.57
2013-03-25,4.957,4.957,4.957,0.81,57.54,28.58
2013-03-22,4.917,4.917,4.917,0.27,57.4,28.5
2013-03-21,4.904,4.904,4.904,0.22,57.0,28.4
2013-03-20,4.893,4.893,4.893,0.2,56.07,28.15
2013-03-19,4.883,4.883,4.883,0.12,55.99,28.18
2013-03-18,4.877,4.877,4.877,-0.31,56.39,28.35
2013-03-15,4.892,4.892,4.892,-0.27,57.16,28.82
2013-03-14,4.905,4.905,4.905,-5.55,57.5,29.08
2013-03-13,5.193,5.193,5.193,0.0,57.94,29.38
2013-12-03,5.193,5.193,5.193,5.98,58.51,29.82
2013-11-03,4.9,4.9,4.9,0.0,58.73,30.0
2013-08-03,4.9,4.9,4.9,0.0,58.74,30.13
2013-07-03,4.9,4.9,4.9,0.0,59.01,30.09
2013-06-03,4.9,4.9,4.9,0.0,59.02,29.97
2013-05-03,4.9,4.9,4.9,1.03,59.07,30.05
2013-04-03,4.85,4.85,4.85,0.0,58.51,29.58
2013-01-03,4.85,4.85,4.85,-0.61,58.71,29.62
