data,last,max,min,var,price_br,price_us
2016-09-12,4.327,4.327,4.327,0.09,76.01,22.58
2016-08-12,4.323,4.323,4.323,-0.44,75.51,22.31
2016-07-12,4.342,4.342,4.342,0.72,76.31,22.36
2016-06-12,4.311,4.311,4.311,-0.12,77.07,22.62
2016-05-12,4.316,4.316,4.316,5.6,76.97,22.45
2016-02-12,4.087,4.087,4.087,2.59,76.42,22.06
2016-01-12,3.984,3.984,3.984,1.84,76.58,22.06
2016-11-30,3.912,3.912,3.912,-0.76,76.33,22.54
2016-11-29,3.942,3.942,3.942,1.86,76.57,22.54
2016-11-28,3.87,3.87,3.87,1.52,76.91,22.73
2016-11-25,3.812,3.812,3.812,-0.91,77.13,22.6
2016-11-24,3.847,3.847,3.847,0.08,76.07,22.45
2016-11-23,3.844,3.844,3.844,1.08,75.99,22.42
2016-11-22,3.803,3.803,3.803,1.33,75.34,22.43
2016-11-21,3.753,3.753,3.753,1.27,74.99,22.37
2016-11-18,3.706,3.706,3.706,-0.22,74.05,21.9
2016-11-17,3.714,3.714,3.714,0.51,74.35,21.74
2016-11-16,3.695,3.695,3.695,-0.43,74.65,21.78
2016-11-14,3.76,3.76,3.76,-2.59,75.11,21.83
2016-11-11,3.86,3.86,3.86,0.0,76.21,22.36
2016-10-11,3.86,3.86,3.86,4.32,74.56,22.17
2016-09-11,3.7,3.7,3.7,0.0,73.01,22.72
2016-08-11,3.7,3.7,3.7,2.75,73.21,23.08
2016-07-11,3.601,3.601,3.601,0.03,72.8,22.72
2016-04-11,3.6,3.6,3.6,0.0,73.34,22.78
2016-03-11,3.6,3.6,3.6,-5.81,73.63,22.75
2016-01-11,3.778,3.778,3.778,-0.16,73.67,22.74
2016-10-31,3.784,3.784,3.784,0.05,73.69,23.14
2016-10-28,3.782,3.782,3.782,-0.47,74.39,23.27
2016-10-27,3.8,3.8,3.8,2.79,73.96,23.46
2016-10-26,3.697,3.697,3.697,-0.27,73.13,23.27
2016-10-25,3.707,3.707,3.707,0.82,73.21,23.55
2016-10-24,3.677,3.677,3.677,0.19,73.87,23.69
2016-10-21,3.67,3.67,3.67,1.24,73.81,23.32
2016-10-20,3.625,3.625,3.625,1.57,74.07,23.6
2016-10-19,3.569,3.569,3.569,-1.05,74.15,23.39
2016-10-18,3.607,3.607,3.607,-0.11,73.87,23.22
2016-10-17,3.611,3.611,3.611,0.31,73.46,22.93
2016-10-14,3.6,3.6,3.6,0.47,73.2,22.85
2016-10-13,3.583,3.583,3.583,-0.58,72.94,22.95
2016-11-10,3.634,3.634,3.634,-0.63,73.77,23.07
2016-10-10,3.657,3.657,3.657,2.61,74.01,23.1
2016-09-30,3.564,3.564,3.564,-1.52,75.15,23.12
2016-09-29,3.619,3.619,3.619,0.7,75.1,23.06
2016-09-28,3.594,3.594,3.594,-1.51,74.99,23.25
2016-09-27,3.649,3.649,3.649,-0.63,74.91,23.2
2016-09-26,3.672,3.672,3.672,-0.68,75.13,23.14
2016-09-23,3.697,3.697,3.697,-0.05,75.81,23.42
2016-09-22,3.699,3.699,3.699,0.0,76.41,23.74
2016-09-21,3.699,3.699,3.699,-1.07,77.0,23.96
2016-09-20,3.739,3.739,3.739,2.97,77.46,23.82
2016-09-19,3.631,3.631,3.631,2.86,76.95,23.52
2016-09-14,3.53,3.53,3.53,0.09,77.01,23.07
2016-09-13,3.527,3.527,3.527,-0.03,76.33,23.02
2016-12-09,3.528,3.528,3.528,-1.31,77.04,23.74
2016-09-09,3.575,3.575,3.575,1.79,77.26,23.58
2016-08-09,3.512,3.512,3.512,0.86,76.2,23.73
2016-06-09,3.482,3.482,3.482,-0.09,75.38,23.49
2016-05-09,3.485,3.485,3.485,-1.33,75.25,22.95
2016-02-09,3.532,3.532,3.532,-0.23,75.72,23.3
2016-01-09,3.54,3.54,3.54,-0.73,75.56,23.26
2016-08-31,3.566,3.566,3.566,-2.09,75.37,23.39
2016-08-30,3.642,3.642,3.642,0.22,76.87,23.69
2016-08-29,3.634,3.634,3.634,0.14,78.03,24.13
2016-08-26,3.629,3.629,3.629,-0.6,78.09,23.88
2016-08-25,3.651,3.651,3.651,-0.46,78.94,24.45
2016-08-24,3.668,3.668,3.668,-1.24,79.79,24.75
2016-08-23,3.714,3.714,3.714,-0.43,79.84,24.7
2016-08-22,3.73,3.73,3.73,0.24,79.12,24.7
2016-08-19,3.721,3.721,3.721,-1.22,78.83,24.56
2016-08-18,3.767,3.767,3.767,0.83,79.13,24.43
2016-08-17,3.736,3.736,3.736,1.14,79.46,24.75
2016-08-16,3.694,3.694,3.694,1.04,77.19,24.24
2016-08-15,3.656,3.656,3.656,0.58,77.25,24.29
2016-12-08,3.635,3.635,3.635,0.11,75.94,23.83
2016-11-08,3.631,3.631,3.631,0.22,75.75,24.14
2016-10-08,3.623,3.623,3.623,0.64,75.49,24.17
2016-09-08,3.6,3.6,3.6,-0.8,76.35,24.34
2016-08-08,3.629,3.629,3.629,0.81,76.66,24.22
2016-05-08,3.6,3.6,3.6,0.95,76.11,24.05
2016-04-08,3.566,3.566,3.566,0.0,77.01,24.07
2016-03-08,3.566,3.566,3.566,0.14,77.53,23.94
2016-02-08,3.561,3.561,3.561,-0.61,77.35,23.67
2016-01-08,3.583,3.583,3.583,0.48,78.09,23.87
2016-07-29,3.566,3.566,3.566,-1.08,78.87,24.35
2016-07-28,3.605,3.605,3.605,0.19,78.92,23.96
2016-07-27,3.598,3.598,3.598,0.53,78.97,24.19
2016-07-26,3.579,3.579,3.579,-0.03,78.14,23.89
2016-07-25,3.58,3.58,3.58,-1.97,78.69,23.92
2016-07-22,3.652,3.652,3.652,-1.56,78.72,24.15
2016-07-21,3.71,3.71,3.71,-1.01,80.79,24.6
2016-07-20,3.748,3.748,3.748,-0.98,81.72,25.15
2016-07-19,3.785,3.785,3.785,-0.39,81.92,25.15
2016-07-18,3.8,3.8,3.8,-0.52,82.99,25.54
2016-07-15,3.82,3.82,3.82,-2.05,84.42,25.96
2016-07-14,3.9,3.9,3.9,0.0,85.68,26.35
2016-07-13,3.9,3.9,3.9,0.0,86.06,26.25
2016-12-07,3.9,3.9,3.9,0.0,84.34,25.64
2016-11-07,3.9,3.9,3.9,0.0,84.36,25.49
2016-08-07,3.9,3.9,3.9,0.0,83.07,25.26
2016-07-07,3.9,3.9,3.9,0.0,84.44,25.15
2016-06-07,3.9,3.9,3.9,0.0,84.75,25.4
2016-05-07,3.9,3.9,3.9,0.0,85.97,26.04
2016-04-07,3.9,3.9,3.9,0.0,88.23,27.03
2016-01-07,3.9,3.9,3.9,-2.13,88.53,27.4
2016-06-30,3.985,3.985,3.985,2.52,86.78,27.0
2016-06-29,3.887,3.887,3.887,-0.99,87.46,27.03
2016-06-28,3.926,3.926,3.926,1.5,89.4,27.07
2016-06-27,3.868,3.868,3.868,0.0,90.02,26.5
2016-06-24,3.868,3.868,3.868,0.26,87.84,26.03
2016-06-23,3.858,3.858,3.858,0.23,89.03,26.58
2016-06-22,3.849,3.849,3.849,-0.13,90.03,26.67
2016-06-21,3.854,3.854,3.854,0.34,89.79,26.4
2016-06-20,3.841,3.841,3.841,1.16,90.81,26.73
2016-06-17,3.797,3.797,3.797,0.16,92.13,26.92
2016-06-16,3.791,3.791,3.791,-2.14,90.95,26.22
2016-06-15,3.874,3.874,3.874,0.0,92.46,26.69
2016-06-14,3.874,3.874,3.874,-0.67,92.8,26.59
2016-06-13,3.9,3.9,3.9,2.63,93.18,26.78
2016-08-06,3.8,3.8,3.8,-0.45,91.43,27.12
2016-07-06,3.817,3.817,3.817,0.13,90.42,26.22
2016-06-06,3.812,3.812,3.812,0.08,91.77,26.27
2016-03-06,3.809,3.809,3.809,2.5,91.65,25.98
2016-02-06,3.716,3.716,3.716,1.09,90.94,25.37
2016-01-06,3.676,3.676,3.676,-0.14,89.11,24.8
2016-05-31,3.681,3.681,3.681,0.55,88.22,24.38
2016-05-30,3.661,3.661,3.661,0.94,87.63,24.51
2016-05-27,3.627,3.627,3.627,0.22,87.42,24.24
2016-05-25,3.623,3.623,3.623,0.44,86.48,24.04
2016-05-24,3.607,3.607,3.607,-1.56,84.11,23.49
2016-05-23,3.664,3.664,3.664,-0.19,83.96,23.45
2016-05-20,3.671,3.671,3.671,0.19,83.57,23.61
2016-05-19,3.664,3.664,3.664,0.11,83.18,23.31
2016-05-18,3.66,3.66,3.66,1.39,82.4,23.14
2016-05-17,3.61,3.61,3.61,-0.19,81.96,23.5
2016-05-16,3.617,3.617,3.617,0.81,81.32,23.26
2016-05-13,3.588,3.588,3.588,0.0,81.57,23.17
2016-12-05,3.588,3.588,3.588,0.0,81.3,23.43
2016-11-05,3.588,3.588,3.588,0.0,81.24,23.58
2016-10-05,3.588,3.588,3.588,0.0,80.89,23.31
2016-09-05,3.588,3.588,3.588,0.0,78.86,22.37
2016-06-05,3.588,3.588,3.588,0.0,78.64,22.48
2016-05-05,3.588,3.588,3.588,0.0,78.94,22.26
2016-04-05,3.588,3.588,3.588,0.0,79.26,22.43
2016-03-05,3.588,3.588,3.588,2.75,78.85,22.12
2016-04-29,3.492,3.492,3.492,-0.91,77.2,22.45
2016-04-28,3.524,3.524,3.524,-1.89,78.01,22.31
2016-04-27,3.592,3.592,3.592,-0.36,77.55,22.02
2016-04-26,3.605,3.605,3.605,-0.14,77.16,21.9
2016-04-25,3.61,3.61,3.61,-0.63,76.63,21.58
2016-04-22,3.633,3.633,3.633,1.88,75.75,21.2
2016-04-20,3.468,3.468,3.468,2.18,75.31,21.33
2016-04-19,3.394,3.394,3.394,0.44,74.11,20.97
2016-04-18,3.379,3.379,3.379,0.39,73.31,20.34
2016-04-15,3.366,3.366,3.366,-0.74,72.13,20.53
2016-04-14,3.391,3.391,3.391,0.33,71.7,20.59
2016-04-13,3.38,3.38,3.38,1.41,71.85,20.59
2016-12-04,3.333,3.333,3.333,0.48,70.96,20.2
2016-11-04,3.317,3.317,3.317,0.67,70.16,20.07
2016-08-04,3.295,3.295,3.295,0.12,71.22,19.77
2016-07-04,3.291,3.291,3.291,-0.45,71.97,19.51
2016-06-04,3.306,3.306,3.306,-1.2,71.5,19.6
2016-05-04,3.346,3.346,3.346,-1.09,71.33,19.44
2016-01-04,3.383,3.383,3.383,-1.02,70.2,19.67
2016-03-31,3.418,3.418,3.418,-0.7,69.75,19.35
2016-03-30,3.442,3.442,3.442,0.03,70.38,19.44
2016-03-29,3.441,3.441,3.441,-0.38,71.27,19.62
2016-03-28,3.454,3.454,3.454,0.0,70.36,19.39
2016-03-24,3.448,3.448,3.448,-0.14,71.58,19.4
2016-03-23,3.453,3.453,3.453,0.15,70.38,19.16
2016-03-22,3.448,3.448,3.448,0.44,69.64,19.39
2016-03-21,3.433,3.433,3.433,-0.29,68.97,19.1
2016-03-18,3.443,3.443,3.443,-0.17,69.18,19.27
2016-03-17,3.449,3.449,3.449,-0.23,69.83,19.16
2016-03-16,3.457,3.457,3.457,-1.45,71.11,18.97
2016-03-15,3.508,3.508,3.508,3.88,70.13,18.67
2016-03-14,3.377,3.377,3.377,-8.48,68.85,18.89
2016-11-03,3.69,3.69,3.69,0.0,68.9,19.12
2016-10-03,3.69,3.69,3.69,0.0,69.3,19.03
2016-09-03,3.69,3.69,3.69,0.0,69.79,18.86
2016-08-03,3.69,3.69,3.69,0.0,69.98,18.65
2016-07-03,3.69,3.69,3.69,0.0,69.54,18.36
2016-04-03,3.69,3.69,3.69,5.49,68.43,18.15
2016-03-03,3.498,3.498,3.498,6.0,69.26,18.16
2016-02-03,3.3,3.3,3.3,3.16,70.47,18.11
2016-01-03,3.199,3.199,3.199,-5.94,71.85,18.22
2016-02-29,3.401,3.401,3.401,0.35,72.04,18.03
2016-02-26,3.389,3.389,3.389,0.21,72.11,18.05
2016-02-25,3.382,3.382,3.382,-0.03,72.07,18.29
2016-02-24,3.383,3.383,3.383,0.42,72.95,18.45
2016-02-23,3.369,3.369,3.369,-0.38,72.66,18.35
2016-02-22,3.382,3.382,3.382,0.89,73.49,18.64
2016-02-19,3.352,3.352,3.352,-0.12,74.26,18.39
2016-02-18,3.356,3.356,3.356,-0.3,73.86,18.29
2016-02-17,3.366,3.366,3.366,0.06,73.96,18.61
2016-02-16,3.364,3.364,3.364,-0.5,74.06,18.22
2016-02-15,3.381,3.381,3.381,0.24,72.89,18.26
2016-05-02,3.373,3.373,3.373,-1.14,72.37,18.49
2016-04-02,3.412,3.412,3.412,-1.1,73.14,18.8
2016-03-02,3.45,3.45,3.45,0.58,74.98,19.12
2016-02-02,3.43,3.43,3.43,-0.81,75.29,18.91
2016-01-02,3.458,3.458,3.458,0.06,75.26,18.96
2016-01-29,3.456,3.456,3.456,-0.89,75.64,18.79
2016-01-28,3.487,3.487,3.487,-0.26,76.78,18.86
2016-01-27,3.496,3.496,3.496,-0.23,76.24,18.67
2016-01-26,3.504,3.504,3.504,-0.4,76.92,18.92
2016-01-25,3.518,3.518,3.518,0.34,77.28,18.82
2016-01-22,3.506,3.506,3.506,0.26,77.81,18.95
2016-01-21,3.497,3.497,3.497,-0.65,77.98,18.78
2016-01-20,3.52,3.52,3.52,0.11,77.87,18.92
2016-01-19,3.516,3.516,3.516,0.51,78.26,19.33
2016-01-18,3.498,3.498,3.498,-6.94,79.55,19.74
2016-01-15,3.759,3.759,3.759,0.24,79.79,19.7
2016-01-14,3.75,3.75,3.75,-0.53,80.76,20.22
2016-01-13,3.77,3.77,3.77,0.0,80.68,20.16
2016-12-01,3.77,3.77,3.77,0.0,80.41,19.9
2016-11-01,3.77,3.77,3.77,-0.26,79.85,19.72
2016-08-01,3.78,3.78,3.78,-0.21,78.96,19.57
2016-07-01,3.788,3.788,3.788,0.08,78.82,19.49
2016-06-01,3.785,3.785,3.785,-1.41,78.55,19.55
2016-05-01,3.839,3.839,3.839,0.76,79.0,19.79
2016-04-01,3.81,3.81,3.81,-0.42,78.14,19.3
2015-12-30,3.844,3.844,3.844,-0.65,78.07,19.72
2015-12-29,3.869,3.869,3.869,0.0,78.55,20.24
2015-12-28,3.869,3.869,3.869,0.03,77.59,20.06
2015-12-23,3.872,3.872,3.872,-0.03,78.21,19.79
2015-12-22,3.873,3.873,3.873,-0.03,78.61,19.69
2015-12-21,3.874,3.874,3.874,0.05,78.1,19.46
2015-12-18,3.872,3.872,3.872,-0.08,77.19,19.56
2015-12-17,3.875,3.875,3.875,0.68,76.32,19.61
2015-12-16,3.849,3.849,3.849,0.31,76.99,19.63
2015-12-15,3.837,3.837,3.837,-0.26,76.73,19.77
2015-12-14,3.847,3.847,3.847,-0.03,76.49,19.67
2015-11-12,3.848,3.848,3.848,-0.08,76.35,19.75
2015-10-12,3.851,3.851,3.851,-0.16,75.86,19.93
2015-09-12,3.857,3.857,3.857,0.57,75.84,20.26
2015-08-12,3.835,3.835,3.835,-1.06,75.91,19.92
2015-07-12,3.876,3.876,3.876,-0.59,76.64,20.35
2015-04-12,3.899,3.899,3.899,-0.13,76.66,20.54
2015-03-12,3.904,3.904,3.904,0.21,76.94,20.52
2015-02-12,3.896,3.896,3.896,-0.56,77.4,20.13
2015-01-12,3.918,3.918,3.918,0.13,77.03,19.94
2015-11-30,3.913,3.913,3.913,0.31,76.65,19.73
2015-11-27,3.901,3.901,3.901,0.13,75.48,19.83
2015-11-26,3.896,3.896,3.896,0.28,74.91,19.98
2015-11-25,3.885,3.885,3.885,-0.18,75.16,20.04
2015-11-24,3.892,3.892,3.892,0.26,74.29,20.1
2015-11-23,3.882,3.882,3.882,1.52,73.93,19.81
2015-11-20,3.824,3.824,3.824,1.27,74.38,20.12
2015-11-19,3.776,3.776,3.776,-0.03,74.72,19.97
2015-11-18,3.777,3.777,3.777,0.85,76.19,20.17
2015-11-17,3.745,3.745,3.745,-1.71,76.19,19.93
2015-11-16,3.81,3.81,3.81,-0.94,76.08,19.95
2015-11-13,3.846,3.846,3.846,0.0,75.42,19.69
2015-12-11,3.846,3.846,3.846,0.0,75.71,20.12
2015-11-11,3.846,3.846,3.846,0.0,75.12,19.92
2015-10-11,3.846,3.846,3.846,0.0,76.15,20.08
2015-09-11,3.846,3.846,3.846,0.0,75.79,19.94
2015-06-11,3.846,3.846,3.846,0.0,75.61,20.0
2015-05-11,3.846,3.846,3.846,0.0,76.28,20.19
2015-04-11,3.846,3.846,3.846,0.0,76.12,20.03
2015-03-11,3.846,3.846,3.846,0.0,76.89,20.43
2015-10-30,3.846,3.846,3.846,1.45,77.88,20.16
2015-10-29,3.791,3.791,3.791,0.29,78.24,20.28
2015-10-28,3.78,3.78,3.78,-0.53,78.26,19.95
2015-10-27,3.8,3.8,3.8,-1.76,78.39,20.11
2015-10-26,3.868,3.868,3.868,-0.67,78.25,20.0
2015-10-23,3.894,3.894,3.894,0.62,78.96,20.33
2015-10-22,3.87,3.87,3.87,-0.13,79.53,20.26
2015-10-21,3.875,3.875,3.875,0.47,79.45,20.14
2015-10-20,3.857,3.857,3.857,0.18,78.57,20.12
2015-10-19,3.85,3.85,3.85,-1.38,78.51,20.19
2015-10-16,3.904,3.904,3.904,0.03,78.31,20.39
2015-10-15,3.903,3.903,3.903,0.0,78.44,20.64
2015-10-14,3.903,3.903,3.903,1.56,78.53,20.56
2015-10-13,3.843,3.843,3.843,0.71,77.8,20.09
2015-09-10,3.804,3.804,3.804,-2.08,76.0,20.26
2015-08-10,3.885,3.885,3.885,-3.07,76.59,20.1
2015-09-30,4.008,4.008,4.008,1.26,78.86,19.84
2015-09-29,3.958,3.958,3.958,0.64,79.86,19.65
2015-09-28,3.933,3.933,3.933,-0.43,78.03,19.13
2015-09-25,3.95,3.95,3.95,-0.45,78.24,19.71
2015-09-24,3.968,3.968,3.968,-0.87,79.57,19.67
2015-09-23,4.003,4.003,4.003,-0.62,79.01,19.11
2015-09-22,4.028,4.028,4.028,0.4,78.4,19.36
2015-09-21,4.012,4.012,4.012,-1.4,77.0,19.36
2015-09-18,4.069,4.069,4.069,-0.27,76.94,19.48
2015-09-17,4.08,4.08,4.08,0.74,76.8,19.89
2015-09-16,4.05,4.05,4.05,0.7,76.65,20.0
2015-09-15,4.022,4.022,4.022,-0.12,76.53,19.85
2015-09-14,4.027,4.027,4.027,-0.27,76.99,20.16
2015-11-09,4.038,4.038,4.038,0.57,75.54,19.47
2015-10-09,4.015,4.015,4.015,0.02,75.7,19.6
2015-09-09,4.014,4.014,4.014,0.45,74.52,19.62
2015-08-09,3.996,3.996,3.996,-0.89,75.07,19.66
2015-02-09,4.058,4.058,4.058,-0.1,73.56,19.6
2015-01-09,4.062,4.062,4.062,-0.02,73.0,19.78
2015-08-31,4.063,4.063,4.063,-0.39,73.06,20.11
2015-08-28,4.079,4.079,4.079,0.17,72.62,20.27
2015-08-27,4.072,4.072,4.072,-0.97,72.38,20.32
2015-08-26,4.112,4.112,4.112,0.42,73.37,20.36
2015-08-25,4.095,4.095,4.095,-0.22,72.31,20.13
2015-08-24,4.104,4.104,4.104,-1.58,71.65,20.13
2015-08-21,4.17,4.17,4.17,-0.14,71.32,20.42
2015-08-20,4.176,4.176,4.176,-0.55,71.09,20.59
2015-08-19,4.199,4.199,4.199,-0.99,70.96,20.38
2015-08-18,4.241,4.241,4.241,-0.47,70.74,20.4
2015-08-17,4.261,4.261,4.261,0.52,71.01,20.38
2015-08-14,4.239,4.239,4.239,0.02,71.77,20.59
2015-08-13,4.238,4.238,4.238,-0.21,72.4,20.64
2015-12-08,4.247,4.247,4.247,-0.09,72.51,20.88
2015-11-08,4.251,4.251,4.251,0.54,74.07,21.16
2015-10-08,4.228,4.228,4.228,0.79,73.44,21.29
2015-07-08,4.195,4.195,4.195,0.14,73.18,20.85
2015-06-08,4.189,4.189,4.189,0.99,73.09,20.67
2015-05-08,4.148,4.148,4.148,0.19,72.35,20.74
2015-04-08,4.14,4.14,4.14,0.19,71.63,20.7
2015-03-08,4.132,4.132,4.132,-0.29,70.82,20.52
2015-07-31,4.144,4.144,4.144,-0.1,70.08,20.51
2015-07-30,4.148,4.148,4.148,1.0,70.13,20.75
2015-07-29,4.107,4.107,4.107,1.96,69.26,20.8
2015-07-28,4.028,4.028,4.028,-0.4,69.14,20.52
2015-07-27,4.044,4.044,4.044,-0.34,69.03,20.54
2015-07-24,4.058,4.058,4.058,0.64,69.86,20.86
2015-07-23,4.032,4.032,4.032,-0.27,69.59,21.14
2015-07-22,4.043,4.043,4.043,-0.69,68.51,21.23
2015-07-21,4.071,4.071,4.071,-0.27,67.96,21.45
2015-07-20,4.082,4.082,4.082,-0.78,68.01,21.26
2015-07-17,4.114,4.114,4.114,0.32,68.02,21.31
2015-07-16,4.101,4.101,4.101,-1.37,67.57,21.43
2015-07-15,4.158,4.158,4.158,1.89,67.37,21.5
2015-07-14,4.081,4.081,4.081,2.54,67.26,21.43
2015-07-13,3.98,3.98,3.98,0.0,67.4,21.51
2015-10-07,3.98,3.98,3.98,0.0,67.6,21.35
2015-09-07,3.98,3.98,3.98,0.0,67.98,21.1
2015-08-07,3.98,3.98,3.98,0.0,66.62,20.64
2015-07-07,3.98,3.98,3.98,-1.0,65.88,20.7
2015-06-07,4.02,4.02,4.02,-3.83,66.1,20.99
2015-03-07,4.18,4.18,4.18,-0.95,65.44,20.87
2015-02-07,4.22,4.22,4.22,-0.59,65.86,21.26
2015-01-07,4.245,4.245,4.245,4.17,65.54,20.85
2015-06-30,4.075,4.075,4.075,0.49,64.48,20.74
2015-06-29,4.055,4.055,4.055,-1.24,64.19,20.61
2015-06-26,4.106,4.106,4.106,-0.65,64.37,20.58
2015-06-25,4.133,4.133,4.133,-0.98,64.65,20.72
2015-06-24,4.174,4.174,4.174,0.7,63.5,20.52
2015-06-23,4.145,4.145,4.145,-1.33,63.51,20.6
2015-06-19,4.201,4.201,4.201,0.53,62.87,20.27
2015-06-18,4.179,4.179,4.179,0.0,62.66,20.51
2015-06-17,4.179,4.179,4.179,0.0,62.8,20.52
2015-06-16,4.179,4.179,4.179,0.38,62.21,20.12
2015-06-15,4.163,4.163,4.163,-0.69,61.55,19.67
2015-12-06,4.192,4.192,4.192,-2.19,61.91,19.87
2015-11-06,4.286,4.286,4.286,0.8,62.52,20.14
2015-10-06,4.252,4.252,4.252,-0.21,62.28,19.99
2015-09-06,4.261,4.261,4.261,-2.34,62.38,20.14
2015-08-06,4.363,4.363,4.363,0.0,62.27,20.01
2015-05-06,4.363,4.363,4.363,2.3,63.42,20.13
2015-03-06,4.32,4.32,4.32,-1.26,62.4,19.92
2015-02-06,4.375,4.375,4.375,0.0,62.56,19.96
2015-01-06,4.375,4.375,4.375,1.44,62.46,19.67
2015-05-29,4.313,4.313,4.313,-1.1,62.96,19.77
2015-05-28,4.361,4.361,4.361,0.09,62.32,19.72
2015-05-27,4.357,4.357,4.357,0.0,62.29,19.81
2015-05-26,4.357,4.357,4.357,-0.66,61.66,19.56
2015-05-25,4.386,4.386,4.386,1.93,61.26,19.77
2015-05-22,4.303,4.303,4.303,1.08,61.22,19.82
2015-05-21,4.257,4.257,4.257,0.66,60.9,20.03
2015-05-20,4.229,4.229,4.229,-1.05,61.02,20.3
2015-05-19,4.274,4.274,4.274,-0.35,61.62,20.28
2015-05-18,4.289,4.289,4.289,3.05,61.57,20.39
2015-05-15,4.162,4.162,4.162,-2.07,60.92,20.33
2015-05-14,4.25,4.25,4.25,-0.02,61.17,20.42
2015-05-13,4.251,4.251,4.251,0.83,61.63,20.28
2015-12-05,4.216,4.216,4.216,1.57,62.83,20.78
2015-11-05,4.151,4.151,4.151,-0.17,62.8,20.6
2015-08-05,4.158,4.158,4.158,0.05,62.29,20.89
2015-07-05,4.156,4.156,4.156,0.12,63.28,20.93
2015-06-05,4.151,4.151,4.151,-0.19,63.56,20.88
2015-05-05,4.159,4.159,4.159,-0.12,63.7,20.73
2015-04-05,4.164,4.164,4.164,0.1,62.92,20.38
2015-04-30,4.16,4.16,4.16,1.89,61.75,20.52
2015-04-29,4.083,4.083,4.083,-0.17,61.23,20.73
2015-04-28,4.09,4.09,4.09,0.17,60.51,20.58
2015-04-27,4.083,4.083,4.083,1.19,60.94,20.88
2015-04-24,4.035,4.035,4.035,0.85,62.27,21.06
2015-04-23,4.001,4.001,4.001,0.98,62.82,21.09
2015-04-22,3.962,3.962,3.962,2.19,62.79,20.85
2015-04-20,3.962,3.962,3.962,-4.48,63.2,20.9
2015-04-17,4.148,4.148,4.148,-1.85,62.87,20.65
2015-04-16,4.226,4.226,4.226,0.24,62.97,20.92
2015-04-15,4.216,4.216,4.216,2.78,63.36,20.84
2015-04-14,4.102,4.102,4.102,2.35,63.17,20.63
2015-04-13,4.008,4.008,4.008,1.16,63.02,20.2
2015-10-04,3.962,3.962,3.962,0.28,62.88,20.37
2015-09-04,3.951,3.951,3.951,-0.13,63.0,20.54
2015-08-04,3.956,3.956,3.956,-0.43,63.88,20.91
2015-07-04,3.973,3.973,3.973,-0.55,64.13,20.53
2015-02-04,4.033,4.033,4.033,-0.02,65.25,20.87
2015-01-04,4.034,4.034,4.034,0.37,65.4,20.61
2015-03-31,4.019,4.019,4.019,0.35,65.69,20.53
2015-03-30,4.005,4.005,4.005,-0.94,65.96,20.49
2015-03-27,4.043,4.043,4.043,-0.02,65.61,20.27
2015-03-26,4.044,4.044,4.044,-1.58,65.39,20.51
2015-03-25,4.109,4.109,4.109,-1.01,65.42,20.46
2015-03-24,4.151,4.151,4.151,-0.67,64.99,20.8
2015-03-23,4.179,4.179,4.179,0.26,65.3,20.72
2015-03-20,4.168,4.168,4.168,-0.12,65.69,20.29
2015-03-19,4.173,4.173,4.173,0.0,65.3,19.82
2015-03-18,4.173,4.173,4.173,-0.45,64.91,20.19
2015-03-17,4.192,4.192,4.192,0.72,64.89,19.99
2015-03-16,4.162,4.162,4.162,2.11,64.89,19.99
2015-03-13,4.076,4.076,4.076,1.9,65.47,20.08
2015-12-03,4.0,4.0,4.0,0.0,64.46,20.44
2015-11-03,4.0,4.0,4.0,0.0,64.09,20.51
2015-10-03,4.0,4.0,4.0,0.0,64.07,20.61
2015-09-03,4.0,4.0,4.0,0.0,63.31,20.27
2015-06-03,4.0,4.0,4.0,-1.91,62.45,20.47
2015-05-03,4.078,4.078,4.078,0.0,62.0,20.6
2015-04-03,4.078,4.078,4.078,0.0,62.42,20.95
2015-03-03,4.078,4.078,4.078,0.0,61.64,21.12
2015-02-03,4.078,4.078,4.078,-0.07,61.84,21.37
2015-02-27,4.081,4.081,4.081,0.64,61.71,21.61
2015-02-26,4.055,4.055,4.055,0.82,61.38,21.33
2015-02-25,4.022,4.022,4.022,-2.85,61.62,21.48
2015-02-13,4.24,4.24,4.24,-0.54,60.02,21.17
2015-12-02,4.263,4.263,4.263,-0.07,59.89,21.15
2015-11-02,4.266,4.266,4.266,-0.49,60.12,20.95
2015-10-02,4.287,4.287,4.287,-0.23,60.18,21.26
2015-09-02,4.297,4.297,4.297,-0.32,59.62,21.45
2015-06-02,4.311,4.311,4.311,0.0,59.14,21.33
2015-05-02,4.311,4.311,4.311,-0.19,58.83,21.46
2015-04-02,4.319,4.319,4.319,-0.35,58.52,21.3
2015-03-02,4.334,4.334,4.334,0.23,58.54,21.73
2015-02-02,4.324,4.324,4.324,-0.39,58.17,21.44
2015-01-30,4.341,4.341,4.341,-0.05,57.58,21.45
2015-01-29,4.343,4.343,4.343,-0.73,56.78,21.77
2015-01-28,4.375,4.375,4.375,-0.09,56.74,22.04
2015-01-27,4.379,4.379,4.379,0.02,57.04,22.19
2015-01-26,4.378,4.378,4.378,-1.08,57.05,22.05
2015-01-23,4.426,4.426,4.426,0.0,56.92,22.04
2015-01-22,4.426,4.426,4.426,-0.11,57.49,22.32
2015-01-21,4.431,4.431,4.431,-0.09,57.74,22.16
2015-01-20,4.435,4.435,4.435,-0.4,58.21,22.25
